orig_row_rec,temp_coll_data,comp_key_coll_data,Wbname_fin,EMU_site_irn,Island,Shehia_cleaned,WB.shehia_edited,include,Year,month,month_year,Date.new,Date_ed,month_survey_order,Visit,Shname,Wbname_orig,Wbname_ed,Wbtype,Wbtype_Fiona,Wbadapt_Steffi,wbtype_ed,wbtype_fin,georef_notes,Wbtype2,Wbtype2_Fiona,Wbtype2_Steffi,Wbtype2_ed,Ricecombined_Steffi,lat-long-edited,latitude,longitude,latitude.mean,longitude.mean,Lati_DD,Longi_DD,Lati_xls,Longi_xls,Lati_orig,Longi_orig,NotesGPS,site_dry,site_dry_ed,Village,time_sampling/time_in,time_sampling/time_out,time_in,time_out,mins_coll,ed_mins_coll,duration,M_time_note,snail_sp_coll_notesM,snail_sp_coll_ed,snail_sp_collected,no_collected,Bulinusspp_Steffi,Bul_pres_ed,Bglob,Bfor,Lym,Mel,Cleo,Pila,Lan,Cera,Neri,Thiara,Othsnail,tot_pres_other_snail,pres_non_bulinids,Notessnail,notes_snails_M,Infsnails,Infsnails_no,Dateshed_new,Dateshed,Notesshed,Numberofcollectors,C1,C2,Notescoll,Alti,W_chem_notes_M,TDS,Temp,PH,Cond,Sal,Oxy,Flow_m/s,Flow_ed,Depth_m,Depth_ed,Wlevel,Wlevel_ed,Seas,Season,mud,sand,gravel,rock,concrete,peat,roots,Notessub,cow,sheep,goat,pig,horse,donkey,camel,Monkey,Ungu,carnivore,waterbird,Othwildan,Noteswian,Lilies,rushes,rice,waterhyacinth,macrophyteweed,palmfronds,sedge,grass,Polygonum,none,Otherveg,Notesveg,Dishes,bathing,Clothes,Carbike,Collectingwater,fording,swimmingplaying,fishing,Ricecult,otherfarming,sanitation,ablution,Otheract,Noteswact,niclo_order,niclo_visit,Date_appl_ed,Date_appl_new,date_application,sprayed_but_no_bul,sprayed_when_Bul_pres,Sprayed_Steffi_ed,Sprayed_Steffi,HS8,HS10,PS,Barreldrip,NumberofHudsonsprayersused,Volumeofwatersprayedwithmachine,Nicl,N_Duration_min,N_Duration_new,N_Duration,Timeofapplicationhhmm,Numberofsprayers,Notesappl,M_Notesappl,monthly_precip,tot.2011_1st.year,tot.2011_9.12.year,tot.2011_Adult,inf.2011_1st.year,inf.2011_9.12.year,inf.2011_Adult,prev.2011_1st.year,prev.2011_9.12.year,prev.2011_Adult,tot.2012_1st.year,tot.2012_9.12.year,tot.2012_Adult,inf.2012_1st.year,inf.2012_9.12.year,inf.2012_Adult,prev.2012_1st.year,prev.2012_9.12.year,prev.2012_Adult,tot.2013_1st.year,tot.2013_9.12.year,tot.2013_Adult,inf.2013_1st.year,inf.2013_9.12.year,inf.2013_Adult,prev.2013_1st.year,prev.2013_9.12.year,prev.2013_Adult,tot.2014_1st.year,tot.2014_9.12.year,tot.2014_Adult,inf.2014_1st.year,inf.2014_9.12.year,inf.2014_Adult,prev.2014_1st.year,prev.2014_9.12.year,prev.2014_Adult,tot.2015_1st.year,tot.2015_9.12.year,tot.2015_Adult,inf.2015_1st.year,inf.2015_9.12.year,inf.2015_Adult,prev.2015_1st.year,prev.2015_9.12.year,prev.2015_Adult,tot.2016_1st.year,tot.2016_9.12.year,tot.2016_Adult,inf.2016_1st.year,inf.2016_9.12.year,inf.2016_Adult,prev.2016_1st.year,prev.2016_9.12.year,prev.2016_Adult,tot.2017_1st.year,tot.2017_9.12.year,tot.2017_Adult,inf.2017_1st.year,inf.2017_9.12.year,inf.2017_Adult,prev.2017_1st.year,prev.2017_9.12.year,prev.2017_Adult,TOT.ALL,INF.ALL,prev.2017.all,TOT.2017,INF.2017,prev.2016.all,TOT.2016,INF.2016,prev.2015.all,TOT.2015,INF.2015,prev.2014.all,TOT.2014,INF.2014,prev.2013.all,TOT.2013,INF.2013,prev.2012.all,TOT.2012,INF.2012
3050,,Kwa Magozi_04.12.2014,Kwa Magozi,498878,Unguja,KIANGA,,,2014,12,12_2014,04.12.2014,04/12/2014,29,2,KIANGA,KWA MAGOZI,KWA MAGOZI,STREAM,spring,spring,pond,pond,,permanent,perm,temporary,temporary,0,,-6.13105,39.25097,-6.131042857,39.25099286,-6.13105,39.25097,S 06 07. 863,039 15. 058,06°07.863,039°15.058,,,,YES,10:57,11:13,10:57:00,11:13:00,00:16:00,00:16:00,16,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,,,,,,,,2,Juma Isaa,Mtumweni,,58,,0.0,29.0,9.2,99.0,0.0,49.0,0.5-1m/s,2,0.5-1,2,Normal,3,High,Rainy,0,1,0,0,0,0,0,,1,0,0,0,0,0,1,0,0,0,1,1,,1,1,0,0,0,0,0,1,0,0,1,,0,1,1,1,0,0,0,0,1,1,0,0,0,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,96,47,4,10,1,4.4,10.4,2.1,NA,103,50,NA,5,1,NA,4.9,2,NA,109,49,NA,1,0,NA,0.9,0,NA,117,50,NA,9,0,NA,7.7,0,NA,111,50,NA,6,1,NA,5.4,2,105,105,50,4,7,0,3.8,6.7,0,1127,47,6.918238994,260,11,4.347826087,161,7,5.389221557,161,7,0.632911392,158,1,3.921568627,153,6,6.41025641,234,15
3049,,Kwa Magozi_13.08.2014,Kwa Magozi,498878,Unguja,KIANGA,,,2014,8,8_2014,13.08.2014,13/08/2014,25,1,KIANGA,KWA MAGOZI,KWA MAGOZI,POND,spring,spring,pond,pond,,permanent,perm,temporary,temporary,0,,-6.13103,39.25097,-6.131042857,39.25099286,-6.13103,39.25097,S 06 07. 862,039 15. 058,06°07.862,039°15.058,,,,YES,10:30,10:45,10:30:00,10:45:00,00:15:00,00:15:00,15,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,,,,,,,,2,Mtumweni,Juma Issa,,,,0.0,27.0,10.5,466.0,0.0,226.0,<0.5m/s,1,0.5-1,2,Normal,3,High,Dry,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,1,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,,,,,,,,,n,0,0,0,0,0,,,,,,,,4,,,44.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,96,47,4,10,1,4.4,10.4,2.1,NA,103,50,NA,5,1,NA,4.9,2,NA,109,49,NA,1,0,NA,0.9,0,NA,117,50,NA,9,0,NA,7.7,0,NA,111,50,NA,6,1,NA,5.4,2,105,105,50,4,7,0,3.8,6.7,0,1127,47,6.918238994,260,11,4.347826087,161,7,5.389221557,161,7,0.632911392,158,1,3.921568627,153,6,6.41025641,234,15
3048,,Kinondoni_21.02.2017,Kinondoni,601865,Unguja,KIANGA,,,2017,2,2_2017,21.02.2017,21/02/2017,53,6,KIANGA,KINONDONI,KINONDONI,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,temporary,temporary,1,,-6.14088,39.25828,-6.1399375,39.2570825,-6.14088,39.25828,S 06 08. 453,039 15. 497,S-06°08.453,E-039°15.497,,,,YES,11:30,11:45,11:30:00,11:45:00,00:15:00,00:15:00,15,,,,,7,1,1,1,0,0,0,0,1,0,0,0,0,0,2,1,,,0,0,22.02.2017,22/02/2017,,2,Kinole,Mtumweni,,17,,0.0,29.9,7.1,235.0,0.0,117.0,0.5-1m/s,2,0.5-1,2,Normal,3,Low,Dry,1,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,0,0,1,1,,1,1,0,0,0,1,0,1,0,0,1,,0,0,0,0,1,0,1,0,1,1,0,0,1,,48,3,21/02/2017,21.02.2017,,,Y,y,1,0,1,0,0,2,,160,20,20 min,20 min,12:01,3,,date of niclosamide was blank- added from survey date,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,96,47,4,10,1,4.4,10.4,2.1,NA,103,50,NA,5,1,NA,4.9,2,NA,109,49,NA,1,0,NA,0.9,0,NA,117,50,NA,9,0,NA,7.7,0,NA,111,50,NA,6,1,NA,5.4,2,105,105,50,4,7,0,3.8,6.7,0,1127,47,6.918238994,260,11,4.347826087,161,7,5.389221557,161,7,0.632911392,158,1,3.921568627,153,6,6.41025641,234,15
3047,,Kinondoni_22.12.2016,Kinondoni,601865,Unguja,KIANGA,,,2016,12,12_2016,22.12.2016,22/12/2016,51,5,KIANGA,KINONDONI,KINONDONI,RICE PADDY,stream,STREAM,rice/stream,rice/stream,,permanent,perm,temporary,temporary,1,,-6.13942,39.25665,-6.1399375,39.2570825,-6.13942,39.25665,S 06 08. 365,039 15. 399,S-06°08.365,E-039°15.399,,,,YES,09:30,09:45,09:30:00,09:45:00,00:15:00,00:15:00,15,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,2,Kinole,Mtumweni,Recheck,17,,0.0,29.5,7.4,180.0,0.0,94.0,0.5-1m/s,2,0.5-1,2,Normal,3,High,Dry,1,0,0,0,0,0,1,,1,0,0,0,0,1,1,0,0,0,1,1,,0,1,0,0,0,1,0,1,0,0,1,,0,0,0,0,1,0,1,1,1,1,0,1,,,46,2,22/12/2016,22.12.2016,,Y,,y,1,0,0,1,0,,100,1,60,1 hr,1hr,10:00,3,,date of niclosamide was blank- added from survey date,182,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,96,47,4,10,1,4.4,10.4,2.1,NA,103,50,NA,5,1,NA,4.9,2,NA,109,49,NA,1,0,NA,0.9,0,NA,117,50,NA,9,0,NA,7.7,0,NA,111,50,NA,6,1,NA,5.4,2,105,105,50,4,7,0,3.8,6.7,0,1127,47,6.918238994,260,11,4.347826087,161,7,5.389221557,161,7,0.632911392,158,1,3.921568627,153,6,6.41025641,234,15
3046,,Kinondoni_23.11.2016,Kinondoni,601865,Unguja,KIANGA,,,2016,11,11_2016,23.11.2016,23/11/2016,50,4,KIANGA,KINONDONI,KINONDONI,RIVER,stream,STREAM,rice/stream,rice/stream,,permanent,perm,temporary,temporary,0,,-6.13937,39.25663,-6.1399375,39.2570825,-6.13937,39.25663,S 06 08. 362,039 15. 398,S-06°08.362,E-039°15.398,,,,YES,09:35,09:50,09:35:00,09:50:00,00:15:00,00:15:00,15,,,,,3,1,1,1,0,0,0,1,1,1,0,0,0,0,4,1,,,0,0,24.11.2016,24/11/2016,,3,Mtumweni,Wahida,,17,,0.0,27.2,7.4,170.0,0.0,84.0,>1m/s,3,0.5-1,2,Normal,3,High,Dry,1,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,0,0,1,1,,0,1,0,0,0,0,0,1,0,0,1,,0,0,0,0,1,0,1,0,0,1,0,1,,,45,1,23/11/2016,23.11.2016,,,Y,y,1,0,1,0,0,2,,160,20,20 min,20 min,10:05,3,,date of niclosamide was blank- added from survey date,91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,96,47,4,10,1,4.4,10.4,2.1,NA,103,50,NA,5,1,NA,4.9,2,NA,109,49,NA,1,0,NA,0.9,0,NA,117,50,NA,9,0,NA,7.7,0,NA,111,50,NA,6,1,NA,5.4,2,105,105,50,4,7,0,3.8,6.7,0,1127,47,6.918238994,260,11,4.347826087,161,7,5.389221557,161,7,0.632911392,158,1,3.921568627,153,6,6.41025641,234,15
3045,,Kinondoni_29.08.2016,Kinondoni,601865,Unguja,KIANGA,,,2016,8,8_2016,29.08.2016,29/08/2016,47,3,KIANGA,KINONDONI,KINONDONI,RICE PADDY,stream,STREAM,rice/stream,rice/stream,small stream and rice paddies adjacent. Appears to be sampling in paddy and at a couple of points downstream,permanent,perm,temporary,temporary,1,y,,,-6.1399375,39.2570825,-6.07432,39.2826,S 06 04. 459,039 16. 956,S-06°04.459,E-039°16.956,,,,YES,09:00,09:15,09:00:00,09:15:00,00:15:00,00:15:00,15,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,2,Kinole,Mtumweni,,,,0.0,24.6,7.7,186.0,0.0,92.0,>1m/s,3,0.5-1,2,Normal,3,High,Dry,1,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,0,0,1,1,,0,1,0,0,0,1,0,1,0,0,1,,0,0,0,0,1,0,1,0,0,1,0,1,,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,128.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,96,47,4,10,1,4.4,10.4,2.1,NA,103,50,NA,5,1,NA,4.9,2,NA,109,49,NA,1,0,NA,0.9,0,NA,117,50,NA,9,0,NA,7.7,0,NA,111,50,NA,6,1,NA,5.4,2,105,105,50,4,7,0,3.8,6.7,0,1127,47,6.918238994,260,11,4.347826087,161,7,5.389221557,161,7,0.632911392,158,1,3.921568627,153,6,6.41025641,234,15
3044,,Kinondoni_02.03.2016,Kinondoni,601865,Unguja,KIANGA,,,2016,3,3_2016,02.03.2016,02/03/2016,44,2,KIANGA,KINONDONI,KINONDONI,RICE PADDY,stream,STREAM,rice/stream,rice/stream,,permanent,perm,temporary,temporary,1,y,,,-6.1399375,39.2570825,-6.18203,39.2244,S 06 10. 922,039 13. 464,S-06°10.922,E-039°13.464,,,,YES,10:05,10:20,10:05:00,10:20:00,00:15:00,00:15:00,15,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,,,,,,,,2,Wahida,Mtumweni,,30,,0.0,29.9,8.1,323.0,0.0,163.0,still,0,<0.5,1,Normal,3,Low,Dry,1,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,0,0,1,1,,0,1,1,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,225.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,96,47,4,10,1,4.4,10.4,2.1,NA,103,50,NA,5,1,NA,4.9,2,NA,109,49,NA,1,0,NA,0.9,0,NA,117,50,NA,9,0,NA,7.7,0,NA,111,50,NA,6,1,NA,5.4,2,105,105,50,4,7,0,3.8,6.7,0,1127,47,6.918238994,260,11,4.347826087,161,7,5.389221557,161,7,0.632911392,158,1,3.921568627,153,6,6.41025641,234,15
3043,,Kinondoni_22.09.2015,Kinondoni,601865,Unguja,KIANGA,,,2015,9,9_2015,22.09.2015,22/09/2015,38,1,KIANGA,KINONDONI,KINONDONI,RIVER,stream,STREAM,rice/stream,rice/stream,,permanent,perm,temporary,temporary,0,,-6.14008,39.25677,-6.1399375,39.2570825,-6.14008,39.25677,S 06 08. 405,039 15. 406,06°08.405,039°15.406,,,,YES,11:25,11:40,11:25:00,11:40:00,00:15:00,00:15:00,15,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,,,,,,,,2,Kinole,Mtumweni,,13,,0.0,28.8,7.3,175.0,0.0,86.0,0.5-1m/s,2,<0.5,1,Low,2,Low,Rainy,1,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,0,0,1,1,,0,1,0,0,0,1,0,1,0,0,1,,0,0,0,1,1,0,1,1,0,1,0,0,1,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,96,47,4,10,1,4.4,10.4,2.1,NA,103,50,NA,5,1,NA,4.9,2,NA,109,49,NA,1,0,NA,0.9,0,NA,117,50,NA,9,0,NA,7.7,0,NA,111,50,NA,6,1,NA,5.4,2,105,105,50,4,7,0,3.8,6.7,0,1127,47,6.918238994,260,11,4.347826087,161,7,5.389221557,161,7,0.632911392,158,1,3.921568627,153,6,6.41025641,234,15
3042,,Kianga Darajani_24.11.2016,Kianga Darajani,384808,Unguja,KIANGA,,,2016,11,11_2016,24.11.2016,24/11/2016,50,11,KIANGA,DARAJANI,KIANGA DARAJANI,RIVER,stream,STREAM,stream,stream,,permanent,perm,temporary,temporary,0,,-6.13782,39.25363,-6.137855,39.25361833,-6.13782,39.25363,S 06 08. 269,039 15. 218,S-06°08.269,E-039°15.218,,,,YES,10:55,11:10,10:55:00,11:10:00,00:15:00,00:15:00,15,,,,,1,1,1,1,0,0,0,0,1,1,0,0,0,0,3,1,,,0,0,24.11.2016,24/11/2016,,2,Kinole,Mtumweni,,26,,0.0,30.7,7.3,144.0,0.0,73.0,>1m/s,3,<0.5,1,Normal,3,High,Dry,1,0,0,0,1,0,0,,1,1,1,0,0,0,1,0,0,0,1,1,,0,1,0,0,0,1,0,1,0,0,1,,0,0,0,1,1,0,0,0,0,1,0,1,,,45,1,24/11/2016,24.11.2016,,,Y,y,1,0,1,0,0,2,,160,20,20 min,20 min,11:20,3,,date of niclosamide was blank- added from survey date,91.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,96,47,4,10,1,4.4,10.4,2.1,NA,103,50,NA,5,1,NA,4.9,2,NA,109,49,NA,1,0,NA,0.9,0,NA,117,50,NA,9,0,NA,7.7,0,NA,111,50,NA,6,1,NA,5.4,2,105,105,50,4,7,0,3.8,6.7,0,1127,47,6.918238994,260,11,4.347826087,161,7,5.389221557,161,7,0.632911392,158,1,3.921568627,153,6,6.41025641,234,15
3041,,Kianga Darajani_30.08.2016,Kianga Darajani,384808,Unguja,KIANGA,,,2016,8,8_2016,30.08.2016,30/08/2016,47,10,KIANGA,DARAJANI,KIANGA DARAJANI,RIVER,stream,STREAM,stream,stream,,permanent,perm,temporary,temporary,0,,-6.13777,39.25357,-6.137855,39.25361833,-6.13777,39.25357,S 06 08. 266,039 15. 214,S-06°08.266,E-039°15.214,,,,YES,09:30,09:45,09:30:00,09:45:00,00:15:00,00:15:00,15,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,2,Mtumweni,Kinole,,9,,0.0,24.0,7.4,133.0,0.0,66.0,>1m/s,3,0.5-1,2,Normal,3,High,Dry,1,0,0,0,1,0,1,,1,0,0,0,0,0,1,0,0,0,1,1,,0,1,0,0,0,1,0,0,0,0,1,,0,1,0,1,1,0,1,1,0,1,0,1,,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,128.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,96,47,4,10,1,4.4,10.4,2.1,NA,103,50,NA,5,1,NA,4.9,2,NA,109,49,NA,1,0,NA,0.9,0,NA,117,50,NA,9,0,NA,7.7,0,NA,111,50,NA,6,1,NA,5.4,2,105,105,50,4,7,0,3.8,6.7,0,1127,47,6.918238994,260,11,4.347826087,161,7,5.389221557,161,7,0.632911392,158,1,3.921568627,153,6,6.41025641,234,15
3040,,Kianga Darajani_02.03.2016,Kianga Darajani,384808,Unguja,KIANGA,,,2016,3,3_2016,02.03.2016,02/03/2016,44,9,KIANGA,KIDARAJANI,KIANGA DARAJANI,RIVER,stream,STREAM,stream,stream,,permanent,perm,temporary,temporary,0,,-6.1378,39.25362,-6.137855,39.25361833,-6.1378,39.25362,S 06 08. 268,039 15. 217,S-06°08.268,E-039°15.217,,,,YES,10:29,10:44,10:29:00,10:44:00,00:15:00,00:15:00,15,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,1,3,1,,,,,,,,2,Mtumweni,Kinole,,34,,0.0,28.9,7.5,215.0,0.0,107.0,<0.5m/s,1,<0.5,1,Low,2,Low,Dry,1,0,0,0,0,0,0,,1,0,0,0,0,0,1,0,0,0,1,1,,0,1,0,0,0,0,0,1,0,0,1,,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,225.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,96,47,4,10,1,4.4,10.4,2.1,NA,103,50,NA,5,1,NA,4.9,2,NA,109,49,NA,1,0,NA,0.9,0,NA,117,50,NA,9,0,NA,7.7,0,NA,111,50,NA,6,1,NA,5.4,2,105,105,50,4,7,0,3.8,6.7,0,1127,47,6.918238994,260,11,4.347826087,161,7,5.389221557,161,7,0.632911392,158,1,3.921568627,153,6,6.41025641,234,15
3039,,Kianga Darajani_22.09.2015,Kianga Darajani,384808,Unguja,KIANGA,,,2015,9,9_2015,22.09.2015,22/09/2015,38,8,KIANGA,DARAJANI,KIANGA DARAJANI,RIVER,stream,STREAM,stream,stream,,permanent,perm,temporary,temporary,0,y,,,-6.137855,39.25361833,-6.13102,39.25102,S 06 07. 861,039 15. 061,06°07.861,039°15.061,,,,YES,10:25,10:50,10:25:00,10:50:00,00:25:00,00:25:00,25,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,,,,,,,,2,Kinole,Mtumweni,,55,,0.0,26.2,7.1,174.0,0.0,85.0,>1m/s,3,0.5-1,2,Normal,3,Low,Rainy,1,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,0,0,1,1,,0,1,0,0,0,0,0,1,0,0,1,,0,1,0,1,1,0,0,1,0,1,0,0,1,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,96,47,4,10,1,4.4,10.4,2.1,NA,103,50,NA,5,1,NA,4.9,2,NA,109,49,NA,1,0,NA,0.9,0,NA,117,50,NA,9,0,NA,7.7,0,NA,111,50,NA,6,1,NA,5.4,2,105,105,50,4,7,0,3.8,6.7,0,1127,47,6.918238994,260,11,4.347826087,161,7,5.389221557,161,7,0.632911392,158,1,3.921568627,153,6,6.41025641,234,15
3038,,Kianga Darajani_15.04.2015,Kianga Darajani,384808,Unguja,KIANGA,,,2015,4,4_2015,15.04.2015,15/04/2015,33,7,KIANGA,KIANGA DARAJANI,KIANGA DARAJANI,RIVER,stream,STREAM,stream,stream,is bridge,permanent,perm,temporary,temporary,0,y,,,-6.137855,39.25361833,-6.13102,39.25102,S 06 07. 861,039 15. 061,06°07.861,039°15.061,,,,YES,12:00,12:15,12:00:00,12:15:00,00:15:00,00:15:00,15,,,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,,,,,,,,2,Kinole,Wahida,,55,,0.0,30.1,7.2,166.0,0.0,84.0,0.5-1m/s,2,0.5-1,2,Normal,3,High,Rainy,1,0,0,0,0,0,1,,1,0,0,0,0,0,1,0,0,0,1,1,,0,1,0,0,0,0,0,0,1,0,0,,0,0,0,1,1,0,1,0,0,1,0,0,1,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,134.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,96,47,4,10,1,4.4,10.4,2.1,NA,103,50,NA,5,1,NA,4.9,2,NA,109,49,NA,1,0,NA,0.9,0,NA,117,50,NA,9,0,NA,7.7,0,NA,111,50,NA,6,1,NA,5.4,2,105,105,50,4,7,0,3.8,6.7,0,1127,47,6.918238994,260,11,4.347826087,161,7,5.389221557,161,7,0.632911392,158,1,3.921568627,153,6,6.41025641,234,15
3037,,Kianga Darajani_04.12.2014,Kianga Darajani,384808,Unguja,KIANGA,,,2014,12,12_2014,04.12.2014,04/12/2014,29,6,KIANGA,DARAJANI,KIANGA DARAJANI,RIVER,stream,STREAM,stream,stream,,permanent,perm,temporary,temporary,0,,-6.1379,39.25347,-6.137855,39.25361833,-6.1379,39.25347,S 06 08. 274,039 15. 208,06°08.274,039°15.208,,,,YES,11:15,11:30,11:15:00,11:30:00,00:15:00,00:15:00,15,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,,,,,,,,2,Mtumweni,Kinole,,55,,0.0,29.2,8.9,136.0,0.0,68.0,0.5-1m/s,2,>1,3,Normal,3,High,Rainy,1,0,0,0,1,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,,0,1,0,1,0,0,0,1,0,0,0,0,1,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,96,47,4,10,1,4.4,10.4,2.1,NA,103,50,NA,5,1,NA,4.9,2,NA,109,49,NA,1,0,NA,0.9,0,NA,117,50,NA,9,0,NA,7.7,0,NA,111,50,NA,6,1,NA,5.4,2,105,105,50,4,7,0,3.8,6.7,0,1127,47,6.918238994,260,11,4.347826087,161,7,5.389221557,161,7,0.632911392,158,1,3.921568627,153,6,6.41025641,234,15
3036,,Kianga Darajani_21.02.2017,Kianga Darajani,384808,Unguja,KIANGA,,,2017,2,2_2017,21.02.2017,21/02/2017,53,6,KIANGA,DARAJANI,KIANGA DARAJANI,RIVER,,STREAM,stream,stream,,permanent,,temporary,temporary,0,,-6.13797,39.2538,-6.137855,39.25361833,-6.13797,39.2538,S 06 08. 278,039 15. 228,S-06°08.278,E-039°15.228,,,,YES,10:55,11:10,10:55:00,11:10:00,00:15:00,00:15:00,15,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,,,,,,,2,Kinole,Mtumweni,,26,,0.0,28.1,7.0,198.0,0.0,99.0,<0.5m/s,1,<0.5,1,Low,2,Low,Dry,1,0,0,0,1,0,0,,1,0,0,0,0,0,1,0,0,0,1,1,,0,1,0,0,0,0,0,1,0,0,1,,0,0,0,1,1,0,0,0,0,1,0,0,0,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,96,47,4,10,1,4.4,10.4,2.1,NA,103,50,NA,5,1,NA,4.9,2,NA,109,49,NA,1,0,NA,0.9,0,NA,117,50,NA,9,0,NA,7.7,0,NA,111,50,NA,6,1,NA,5.4,2,105,105,50,4,7,0,3.8,6.7,0,1127,47,6.918238994,260,11,4.347826087,161,7,5.389221557,161,7,0.632911392,158,1,3.921568627,153,6,6.41025641,234,15
3035,,Kianga Darajani_13.08.2014,Kianga Darajani,384808,Unguja,KIANGA,,,2014,8,8_2014,13.08.2014,13/08/2014,25,5,KIANGA,KIANGA DARAJANI,KIANGA DARAJANI,RIVER,stream,STREAM,stream,stream,,permanent,perm,temporary,temporary,0,,-6.13787,39.25362,-6.137855,39.25361833,-6.13787,39.25362,S 06 08. 272,039 15. 217,06°08.272,039°15.217,,,,YES,11:04,11:19,11:04:00,11:19:00,00:15:00,00:15:00,15,,,,,,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,,,,,,,,2,Mtumweni,Kinole,,,,0.0,26.2,10.2,267.0,0.0,133.0,<0.5m/s,1,0.5-1,2,Low,2,High,Dry,1,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,1,,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,,,,,,,,,n,0,0,0,0,0,,,,,,,,4,,,44.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,96,47,4,10,1,4.4,10.4,2.1,NA,103,50,NA,5,1,NA,4.9,2,NA,109,49,NA,1,0,NA,0.9,0,NA,117,50,NA,9,0,NA,7.7,0,NA,111,50,NA,6,1,NA,5.4,2,105,105,50,4,7,0,3.8,6.7,0,1127,47,6.918238994,260,11,4.347826087,161,7,5.389221557,161,7,0.632911392,158,1,3.921568627,153,6,6.41025641,234,15
