orig_row_rec,temp_coll_data,comp_key_coll_data,Wbname_fin,EMU_site_irn,Island,Shehia_cleaned,WB.shehia_edited,include,Year,month,month_year,Date.new,Date_ed,month_survey_order,Visit,Shname,Wbname_orig,Wbname_ed,Wbtype,Wbtype_Fiona,Wbadapt_Steffi,wbtype_ed,wbtype_fin,georef_notes,Wbtype2,Wbtype2_Fiona,Wbtype2_Steffi,Wbtype2_ed,Ricecombined_Steffi,lat-long-edited,latitude,longitude,latitude.mean,longitude.mean,Lati_DD,Longi_DD,Lati_xls,Longi_xls,Lati_orig,Longi_orig,NotesGPS,site_dry,site_dry_ed,Village,time_sampling/time_in,time_sampling/time_out,time_in,time_out,mins_coll,ed_mins_coll,duration,M_time_note,snail_sp_coll_notesM,snail_sp_coll_ed,snail_sp_collected,no_collected,Bulinusspp_Steffi,Bul_pres_ed,Bglob,Bfor,Lym,Mel,Cleo,Pila,Lan,Cera,Neri,Thiara,Othsnail,tot_pres_other_snail,pres_non_bulinids,Notessnail,notes_snails_M,Infsnails,Infsnails_no,Dateshed_new,Dateshed,Notesshed,Numberofcollectors,C1,C2,Notescoll,Alti,W_chem_notes_M,TDS,Temp,PH,Cond,Sal,Oxy,Flow_m/s,Flow_ed,Depth_m,Depth_ed,Wlevel,Wlevel_ed,Seas,Season,mud,sand,gravel,rock,concrete,peat,roots,Notessub,cow,sheep,goat,pig,horse,donkey,camel,Monkey,Ungu,carnivore,waterbird,Othwildan,Noteswian,Lilies,rushes,rice,waterhyacinth,macrophyteweed,palmfronds,sedge,grass,Polygonum,none,Otherveg,Notesveg,Dishes,bathing,Clothes,Carbike,Collectingwater,fording,swimmingplaying,fishing,Ricecult,otherfarming,sanitation,ablution,Otheract,Noteswact,niclo_order,niclo_visit,Date_appl_ed,Date_appl_new,date_application,sprayed_but_no_bul,sprayed_when_Bul_pres,Sprayed_Steffi_ed,Sprayed_Steffi,HS8,HS10,PS,Barreldrip,NumberofHudsonsprayersused,Volumeofwatersprayedwithmachine,Nicl,N_Duration_min,N_Duration_new,N_Duration,Timeofapplicationhhmm,Numberofsprayers,Notesappl,M_Notesappl,monthly_precip,tot.2011_1st.year,tot.2011_9.12.year,tot.2011_Adult,inf.2011_1st.year,inf.2011_9.12.year,inf.2011_Adult,prev.2011_1st.year,prev.2011_9.12.year,prev.2011_Adult,tot.2012_1st.year,tot.2012_9.12.year,tot.2012_Adult,inf.2012_1st.year,inf.2012_9.12.year,inf.2012_Adult,prev.2012_1st.year,prev.2012_9.12.year,prev.2012_Adult,tot.2013_1st.year,tot.2013_9.12.year,tot.2013_Adult,inf.2013_1st.year,inf.2013_9.12.year,inf.2013_Adult,prev.2013_1st.year,prev.2013_9.12.year,prev.2013_Adult,tot.2014_1st.year,tot.2014_9.12.year,tot.2014_Adult,inf.2014_1st.year,inf.2014_9.12.year,inf.2014_Adult,prev.2014_1st.year,prev.2014_9.12.year,prev.2014_Adult,tot.2015_1st.year,tot.2015_9.12.year,tot.2015_Adult,inf.2015_1st.year,inf.2015_9.12.year,inf.2015_Adult,prev.2015_1st.year,prev.2015_9.12.year,prev.2015_Adult,tot.2016_1st.year,tot.2016_9.12.year,tot.2016_Adult,inf.2016_1st.year,inf.2016_9.12.year,inf.2016_Adult,prev.2016_1st.year,prev.2016_9.12.year,prev.2016_Adult,tot.2017_1st.year,tot.2017_9.12.year,tot.2017_Adult,inf.2017_1st.year,inf.2017_9.12.year,inf.2017_Adult,prev.2017_1st.year,prev.2017_9.12.year,prev.2017_Adult,TOT.ALL,INF.ALL,prev.2017.all,TOT.2017,INF.2017,prev.2016.all,TOT.2016,INF.2016,prev.2015.all,TOT.2015,INF.2015,prev.2014.all,TOT.2014,INF.2014,prev.2013.all,TOT.2013,INF.2013,prev.2012.all,TOT.2012,INF.2012
1931,"collection: Bulinus globosus, 7",Panganole_20.10.2015,Panganole,382746,Pemba,PIKI,,,2015,10,10_2015,20.10.2015,20/10/2015,39,14,PIKI,PANGANOLE,PANGANOLE,STREAM,,STREAM,stream,stream,,temporary,,temporary,temporary,0,,-5.12858,39.75968,-5.128594375,39.75970104,-5.12858,39.75968,S 05 07. 715,039 45. 581,S 05.07.715,E 039.45.581,,,,TUNDWA,10:30 AM,10:37:30 AM,10:30:00,10:37:30,00:07:30,00:07:30,8,,,,,7,1,1,1,0,0,1,0,0,1,0,0,0,0,3,1,,,,,,,,4,,,,63,,198.8,,10.7,412.0,0.2,,<0.5m/s,1,<0.5,1,Normal,3,Low,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,,34,10,20/10/2015,20.10.2015,20.10.2015,,Y,y,1,1,0,0,0,1,,,12,12 min,12 min,10:44,1,,,22.6,NA,99,NA,NA,22,NA,NA,22.2,NA,75,102,44,23,19,7,30.7,18.6,15.9,NA,97,49,NA,21,9,NA,21.6,18.4,NA,116,50,NA,8,5,NA,6.9,10,NA,111,50,NA,1,2,NA,0.9,4,NA,114,48,NA,7,3,NA,6.1,6.3,109,107,50,3,2,0,2.8,1.9,0,1122,110,1.879699248,266,5,3.759398496,162,10,1.863354037,161,3,7.831325301,166,13,20.54794521,146,30,22.1719457,221,49
1930,,Panganole_29.08.2015,Panganole,382746,Pemba,PIKI,,,2015,8,8_2015,29.08.2015,29/08/2015,37,13,PIKI,PANGANOLE,PANGANOLE,RICE PADDY,,STREAM,stream,stream,,temporary,,temporary,temporary,1,,-5.12852,39.75978,-5.128594375,39.75970104,-5.12852,39.75978,S 05 07. 711,039 45. 587,S 05.07.711,E 039.45.587,,,,TUNDWA,10:40 AM,10:47:30 AM,10:40:00,10:47:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,,,,88,,204.0,,10.5,422.0,0.2,,0.5-1m/s,2,0.5-1,2,Normal,3,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,1,0,0,0,0,,32,9,29/08/2015,29.08.2015,29.08.2015,Y,,y,1,1,0,0,0,1,,,12,12 min,12 min,10:54,1,,,57.8,NA,99,NA,NA,22,NA,NA,22.2,NA,75,102,44,23,19,7,30.7,18.6,15.9,NA,97,49,NA,21,9,NA,21.6,18.4,NA,116,50,NA,8,5,NA,6.9,10,NA,111,50,NA,1,2,NA,0.9,4,NA,114,48,NA,7,3,NA,6.1,6.3,109,107,50,3,2,0,2.8,1.9,0,1122,110,1.879699248,266,5,3.759398496,162,10,1.863354037,161,3,7.831325301,166,13,20.54794521,146,30,22.1719457,221,49
1929,,Panganole_10.02.2015,Panganole,382746,Pemba,PIKI,,,2015,2,2_2015,10.02.2015,10/02/2015,31,12,PIKI,PANGANOLE,PANGANOLE,RICE PADDY,,STREAM,stream,stream,,temporary,,temporary,temporary,1,,-5.12858,39.75968,-5.128594375,39.75970104,-5.12858,39.75968,S 05 07. 715,039 45. 581,S 05.07.715,E 039.45.581,,,,TUNDWA,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,41,,,,,,,,,,,,Dry,1,Low,Dry,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,11,NA,99,NA,NA,22,NA,NA,22.2,NA,75,102,44,23,19,7,30.7,18.6,15.9,NA,97,49,NA,21,9,NA,21.6,18.4,NA,116,50,NA,8,5,NA,6.9,10,NA,111,50,NA,1,2,NA,0.9,4,NA,114,48,NA,7,3,NA,6.1,6.3,109,107,50,3,2,0,2.8,1.9,0,1122,110,1.879699248,266,5,3.759398496,162,10,1.863354037,161,3,7.831325301,166,13,20.54794521,146,30,22.1719457,221,49
1928,,Panganole_16.12.2014,Panganole,382746,Pemba,PIKI,,,2014,12,12_2014,16.12.2014,16/12/2014,29,11,PIKI,PANGANOLE,PANGANOLE,RICE PADDY,,STREAM,stream,stream,,temporary,,temporary,temporary,1,y,,,-5.128594375,39.75970104,-5.11862,39.75972,S 05 07. 117,039 45. 583,S 05.07.117,E 039.45.583,,,,TUNDWA,11:02 AM,11:09:30 min am,11:02:00,11:09:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,Thiara,,,,,,,4,,,,61,,31.4,25.0,11.0,66.5,0.0,,0.5-1m/s,2,0.5-1,2,Normal,3,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,1,1,1,1,1,0,1,1,Ablution,24,8,16/12/2014,16.12.2014,16.12.2014,Y,,y,1,1,0,0,0,2,,,13,13 min,13 min,11:11,2,,,276,NA,99,NA,NA,22,NA,NA,22.2,NA,75,102,44,23,19,7,30.7,18.6,15.9,NA,97,49,NA,21,9,NA,21.6,18.4,NA,116,50,NA,8,5,NA,6.9,10,NA,111,50,NA,1,2,NA,0.9,4,NA,114,48,NA,7,3,NA,6.1,6.3,109,107,50,3,2,0,2.8,1.9,0,1122,110,1.879699248,266,5,3.759398496,162,10,1.863354037,161,3,7.831325301,166,13,20.54794521,146,30,22.1719457,221,49
1927,,Panganole_21.10.2014,Panganole,382746,Pemba,PIKI,,,2014,10,10_2014,21.10.2014,21/10/2014,27,10,PIKI,PANGANOLE,PANGANOLE,RICE PADDY,,STREAM,stream,stream,,temporary,,temporary,temporary,1,y,,,-5.128594375,39.75970104,-5.23652,39.75968,S 05 07. 7191,039 45. 581,S 05.07.7191,E 039.45.581,,,,TUNDWA,10:12 AM,10:19:30 AM,10:12:00,10:19:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,4,,,,45,,116.5,28.5,12.2,245.0,0.1,,0.5-1m/s,2,0.5-1,2,Normal,3,Low,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,1,0,0,1,1,Ablution,22,7,21/10/2014,21.10.2014,21.10.2014,Y,,y,1,1,0,0,0,2,,,12,12 min,12 min,10:22:30,2,,,54.6,NA,99,NA,NA,22,NA,NA,22.2,NA,75,102,44,23,19,7,30.7,18.6,15.9,NA,97,49,NA,21,9,NA,21.6,18.4,NA,116,50,NA,8,5,NA,6.9,10,NA,111,50,NA,1,2,NA,0.9,4,NA,114,48,NA,7,3,NA,6.1,6.3,109,107,50,3,2,0,2.8,1.9,0,1122,110,1.879699248,266,5,3.759398496,162,10,1.863354037,161,3,7.831325301,166,13,20.54794521,146,30,22.1719457,221,49
1926,,Panganole_31.08.2014,Panganole,382746,Pemba,PIKI,,,2014,8,8_2014,31.08.2014,31/08/2014,25,9,PIKI,PANGANOLE,PANGANOLE,RICE PADDY,,STREAM,stream,stream,,temporary,,temporary,temporary,1,,-5.1286,39.75973,-5.128594375,39.75970104,-5.1286,39.75973,S 05 07. 716,039 45. 584,S 05.07.716,E 039.45.584,,,,TUNDWA,12:47 PM,12:54:30 PM,12:47:00,12:54:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,4,,,,5,,228.0,31.6,10.6,227.0,,,0.5-1m/s,2,<0.5,1,Low,2,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,1,0,1,1,0,0,1,1,Ablution,20,6,31/08/2014,31.08.2014,31.08.2014,Y,,y,1,1,0,0,0,2,,,12,12 min,12 min,12:57,2,,,44.8,NA,99,NA,NA,22,NA,NA,22.2,NA,75,102,44,23,19,7,30.7,18.6,15.9,NA,97,49,NA,21,9,NA,21.6,18.4,NA,116,50,NA,8,5,NA,6.9,10,NA,111,50,NA,1,2,NA,0.9,4,NA,114,48,NA,7,3,NA,6.1,6.3,109,107,50,3,2,0,2.8,1.9,0,1122,110,1.879699248,266,5,3.759398496,162,10,1.863354037,161,3,7.831325301,166,13,20.54794521,146,30,22.1719457,221,49
1925,,Panganole_05.03.2014,Panganole,382746,Pemba,PIKI,,,2014,3,3_2014,05.03.2014,05/03/2014,21,8,PIKI,PANGANOLE,PANGANOLE,RICE PADDY,,STREAM,stream,stream,,temporary,,temporary,temporary,1,,-5.12862,39.75965,-5.128594375,39.75970104,-5.12862,39.75965,S 05 07. 717,039 45. 579,S 05.07.717,E 039.45.579,,,,TUNDWA,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,55,,,,,,,,,,,,Dry,1,Low,Dry,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,232.8,NA,99,NA,NA,22,NA,NA,22.2,NA,75,102,44,23,19,7,30.7,18.6,15.9,NA,97,49,NA,21,9,NA,21.6,18.4,NA,116,50,NA,8,5,NA,6.9,10,NA,111,50,NA,1,2,NA,0.9,4,NA,114,48,NA,7,3,NA,6.1,6.3,109,107,50,3,2,0,2.8,1.9,0,1122,110,1.879699248,266,5,3.759398496,162,10,1.863354037,161,3,7.831325301,166,13,20.54794521,146,30,22.1719457,221,49
1924,,Panganole_21.01.2014,Panganole,382746,Pemba,PIKI,,,2014,1,1_2014,21.01.2014,21/01/2014,19,7,PIKI,PANGANOLE,PANGANOLE,RICE PADDY,,STREAM,stream,stream,,temporary,,temporary,temporary,1,,-5.12863,39.75975,-5.128594375,39.75970104,-5.12863,39.75975,S 05 07. 718,039 45. 585,S 05.07.718,E 039.45.585,SITE DRIED,y,y,TUNDWA,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,20,,,,,,,,,,,,Dry,1,High,Dry,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,0.3,NA,99,NA,NA,22,NA,NA,22.2,NA,75,102,44,23,19,7,30.7,18.6,15.9,NA,97,49,NA,21,9,NA,21.6,18.4,NA,116,50,NA,8,5,NA,6.9,10,NA,111,50,NA,1,2,NA,0.9,4,NA,114,48,NA,7,3,NA,6.1,6.3,109,107,50,3,2,0,2.8,1.9,0,1122,110,1.879699248,266,5,3.759398496,162,10,1.863354037,161,3,7.831325301,166,13,20.54794521,146,30,22.1719457,221,49
1923,,Panganole_15.09.2013,Panganole,382746,Pemba,PIKI,,,2013,9,9_2013,15.09.2013,15/09/2013,16,6,PIKI,PANGANOLE,PANGANOLE,"RICE PADDY, STREAM",,STREAM,stream,stream,,temporary,,temporary,temporary,1,,-5.12855,39.75977,-5.128594375,39.75970104,-5.12855,39.75977,S 05 07. 713,039 45. 586,S 05 07. 713,E 039 45.586,,,,TUNDWA,10:03:00,10:10:30,10:03:00,10:10:30,00:07:30,00:07:30,8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,MSANIF OTHMAN MASOUD,OMAR SAID ABEID,,39,,170.5,29.5,8.6,400.0,0.2,,<0.5m/s,1,0.5-1,2,Dry,1,Low,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,1,0,0,1,0,0,0,0,,13,5,15/09/2013,15.09.2013,,Y,,y,1,1,0,0,0,2,,,24,24 min,24,10:13,2,,date of niclosamide was blank- added from survey date,19.4,NA,99,NA,NA,22,NA,NA,22.2,NA,75,102,44,23,19,7,30.7,18.6,15.9,NA,97,49,NA,21,9,NA,21.6,18.4,NA,116,50,NA,8,5,NA,6.9,10,NA,111,50,NA,1,2,NA,0.9,4,NA,114,48,NA,7,3,NA,6.1,6.3,109,107,50,3,2,0,2.8,1.9,0,1122,110,1.879699248,266,5,3.759398496,162,10,1.863354037,161,3,7.831325301,166,13,20.54794521,146,30,22.1719457,221,49
1922,,Panganole_11.08.2013,Panganole,382746,Pemba,PIKI,,,2013,8,8_2013,11.08.2013,11/08/2013,15,5,PIKI,PANGANOLE,PANGANOLE,"RICE PADDY, STREAM",,STREAM,stream,stream,,permanent,,temporary,temporary,1,,-5.12858,39.75965,-5.128594375,39.75970104,-5.12858,39.75965,S 05 07. 715,039 45. 579,S05.07.715,E039.45.579,,,,TUNDWA,09:50:00,09:57:30,09:50:00,09:57:30,00:07:30,00:07:30,8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,4,MSANIF OTHMAN MASOUD,OMAR SAID ABEID,,57,,229.0,23.3,8.8,473.0,0.2,,0.5-1m/s,2,0.5-1,2,Normal,3,High,Rainy,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,0,0,0,,1,1,1,0,0,1,1,1,1,0,0,1,,,12,4,11/08/2013,11.08.2013,,Y,,y,1,1,0,0,0,3,,,60,60 min,60,10:00:00,2,Used 8 litre hudson sprayer,date of niclosamide was blank- added from survey date,17.7,NA,99,NA,NA,22,NA,NA,22.2,NA,75,102,44,23,19,7,30.7,18.6,15.9,NA,97,49,NA,21,9,NA,21.6,18.4,NA,116,50,NA,8,5,NA,6.9,10,NA,111,50,NA,1,2,NA,0.9,4,NA,114,48,NA,7,3,NA,6.1,6.3,109,107,50,3,2,0,2.8,1.9,0,1122,110,1.879699248,266,5,3.759398496,162,10,1.863354037,161,3,7.831325301,166,13,20.54794521,146,30,22.1719457,221,49
1921,,Panganole_03.03.2013,Panganole,382746,Pemba,PIKI,,,2013,3,3_2013,03.03.2013,03/03/2013,13,4,PIKI,PANGANOLE,PANGANOLE,STREAM,,STREAM,stream,stream,,temporary,,temporary,temporary,0,,-5.12863,39.75962,-5.128594375,39.75970104,-5.12863,39.75962,S 05 07. 718,039 45. 577,S 05.07.718,E 039.45.577,,,,TUNDWA,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,46,,,,,,,,,,,,Dry,1,Low,Dry,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,314.8,NA,99,NA,NA,22,NA,NA,22.2,NA,75,102,44,23,19,7,30.7,18.6,15.9,NA,97,49,NA,21,9,NA,21.6,18.4,NA,116,50,NA,8,5,NA,6.9,10,NA,111,50,NA,1,2,NA,0.9,4,NA,114,48,NA,7,3,NA,6.1,6.3,109,107,50,3,2,0,2.8,1.9,0,1122,110,1.879699248,266,5,3.759398496,162,10,1.863354037,161,3,7.831325301,166,13,20.54794521,146,30,22.1719457,221,49
1920,,Panganole_17.01.2013,Panganole,382746,Pemba,PIKI,,,2013,1,1_2013,17.01.2013,17/01/2013,11,3,PIKI,PANGANOLE,PANGANOLE,RICE PADDY,,STREAM,stream,stream,,temporary,,temporary,temporary,1,,-5.12858,39.7597,-5.128594375,39.75970104,-5.12858,39.7597,S 05 07. 715,039 45. 582,S 05.07.715,E 039.45.582,,,,TUNDWA,14:38:00,14:45:30,14:38:00,14:45:30,00:07:30,00:07:30,8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,,,,23,,141.3,36.2,8.7,304.0,0.1,,<0.5m/s,1,<0.5,1,Low,2,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,,8,3,17/01/2013,17.01.2013,,Y,,y,1,1,0,0,0,2,16,,27,27 min,27,14:50:00,1,,date of niclosamide was blank- added from survey date,103,NA,99,NA,NA,22,NA,NA,22.2,NA,75,102,44,23,19,7,30.7,18.6,15.9,NA,97,49,NA,21,9,NA,21.6,18.4,NA,116,50,NA,8,5,NA,6.9,10,NA,111,50,NA,1,2,NA,0.9,4,NA,114,48,NA,7,3,NA,6.1,6.3,109,107,50,3,2,0,2.8,1.9,0,1122,110,1.879699248,266,5,3.759398496,162,10,1.863354037,161,3,7.831325301,166,13,20.54794521,146,30,22.1719457,221,49
1919,,Panganole_14.10.2012,Panganole,382746,Pemba,PIKI,,,2012,10,10_2012,14.10.2012,14/10/2012,8,2,PIKI,PANGANOLE,PANGANOLE,RICE PADDY,,STREAM,stream,stream,,temporary,,temporary,temporary,1,,-5.12862,39.75975,-5.128594375,39.75970104,-5.12862,39.75975,S 05 07. 717,039 45. 585,S 05.07.717,E 039.45.585,,,,TUNDWA,9:45:00 AM,9:52:30 AM,09:45:00,09:52:30,00:07:30,00:07:30,8,,,,,2,1,1,1,0,0,0,0,0,0,0,0,0,,1,0,Bulinus sp,,,,,,,4,,,,13,,239.0,29.8,8.1,494.0,0.2,,<0.5m/s,1,<0.5,1,Low,2,Low,Dry,1,0,0,0,0,0,0,Mud,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,lilies,0,0,1,0,0,0,0,0,0,0,0,0,,washing clothes,5,2,14/10/2012,14.10.2012,,,Y,y,1,1,0,0,0,2,16,,20,20 min,20 min,10:00,,,date of niclosamide was blank- added from survey date,8.7,NA,99,NA,NA,22,NA,NA,22.2,NA,75,102,44,23,19,7,30.7,18.6,15.9,NA,97,49,NA,21,9,NA,21.6,18.4,NA,116,50,NA,8,5,NA,6.9,10,NA,111,50,NA,1,2,NA,0.9,4,NA,114,48,NA,7,3,NA,6.1,6.3,109,107,50,3,2,0,2.8,1.9,0,1122,110,1.879699248,266,5,3.759398496,162,10,1.863354037,161,3,7.831325301,166,13,20.54794521,146,30,22.1719457,221,49
1918,,Panganole_22.08.2012,Panganole,382746,Pemba,PIKI,,,2012,8,8_2012,22.08.2012,22/08/2012,6,1,PIKI,PANGANOLE,PANGANOLE,RICE PADDY,,STREAM,stream,stream,,permanent,,temporary,temporary,1,,-5.12857,39.75973,-5.128594375,39.75970104,-5.12857,39.75973,S 05 07. 714,039 45. 584,05 07.714,039 45.584,,,,TUNDWA,11:10:00 AM,11:17:30 AM,11:10:00,11:17:30,00:07:30,00:07:30,8,,,,,16,1,1,1,0,0,0,0,0,0,0,0,0,,1,0,Bulinus sp,,,,,,,4,,,,43,,203.0,26.7,7.7,420.0,0.2,,<0.5m/s,1,<0.5,1,Low,2,High,Dry,,,,,,,,Multiple,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,multiple,0,0,0,0,0,0,0,0,0,0,0,0,,multiple,3,1,22/08/2012,22.08.2012,,,Y,y,1,1,0,0,0,11,88,,,,,,,,date of niclosamide was blank- added from survey date,29.8,NA,99,NA,NA,22,NA,NA,22.2,NA,75,102,44,23,19,7,30.7,18.6,15.9,NA,97,49,NA,21,9,NA,21.6,18.4,NA,116,50,NA,8,5,NA,6.9,10,NA,111,50,NA,1,2,NA,0.9,4,NA,114,48,NA,7,3,NA,6.1,6.3,109,107,50,3,2,0,2.8,1.9,0,1122,110,1.879699248,266,5,3.759398496,162,10,1.863354037,161,3,7.831325301,166,13,20.54794521,146,30,22.1719457,221,49
1917,,Ndunundu_28.01.2017,Ndunundu,382738,Pemba,PIKI,,,2017,1,1_2017,28.01.2017,28/01/2017,52,19,PIKI,NDUNUNDU,NDUNUNDU,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.10443,39.74828,-5.104376667,39.74829896,-5.10443,39.74828,S 05 06. 266,039 44. 897,S 05.06.266,E 039.44.897,,,,BWAGAMOYO,12:32 PM,12:39:30 PM,12:32:00,12:39:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,,,,94,,194.0,32.3,6.7,385.0,,,<0.5m/s,1,<0.5,1,Low,2,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,,47,16,28/01/2017,28.01.2017,28.01.2017  00:00:00,Y,,y,1,1,0,0,0,1,,,12,12 min,12 min,12:44,1,,,0,NA,99,NA,NA,22,NA,NA,22.2,NA,75,102,44,23,19,7,30.7,18.6,15.9,NA,97,49,NA,21,9,NA,21.6,18.4,NA,116,50,NA,8,5,NA,6.9,10,NA,111,50,NA,1,2,NA,0.9,4,NA,114,48,NA,7,3,NA,6.1,6.3,109,107,50,3,2,0,2.8,1.9,0,1122,110,1.879699248,266,5,3.759398496,162,10,1.863354037,161,3,7.831325301,166,13,20.54794521,146,30,22.1719457,221,49
1916,,Ndunundu_17.12.2016,Ndunundu,382738,Pemba,PIKI,,,2016,12,12_2016,17.12.2016,17/12/2016,51,18,PIKI,NDUNUNDU,NDUNUNDU,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.10438,39.74833,-5.104376667,39.74829896,-5.10438,39.74833,S 05 06. 263,039 44. 900,S 05.06.263,E 039.44.900,,,,BWAGAMOYO,11:13 AM,11:20L30 am,11:13:00,11:20:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,,,,118,,175.0,30.2,6.5,351.0,,,<0.5m/s,1,<0.5,1,Low,2,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,0,0,0,1,1,0,1,1,Ablution,46,15,17/12/2016,17.12.2016,17.12.2016  00:00:00,Y,,y,1,1,0,0,0,1,,,12,12 min,12 min,11:25,1,,,182,NA,99,NA,NA,22,NA,NA,22.2,NA,75,102,44,23,19,7,30.7,18.6,15.9,NA,97,49,NA,21,9,NA,21.6,18.4,NA,116,50,NA,8,5,NA,6.9,10,NA,111,50,NA,1,2,NA,0.9,4,NA,114,48,NA,7,3,NA,6.1,6.3,109,107,50,3,2,0,2.8,1.9,0,1122,110,1.879699248,266,5,3.759398496,162,10,1.863354037,161,3,7.831325301,166,13,20.54794521,146,30,22.1719457,221,49
