orig_row_rec,Wbname_fin,EMU_site_irn,Island,Shehia_cleaned,include,Year,month,niclo_by_site,Date_ed,month_survey_order,Visit,Shname,Wbtype,wbtype_fin,Wbtype2_ed,no_collected,Bul_pres_ed,Bglob,Bfor,Lym,Mel,Cleo,Pila,Lan,Cera,Neri,Thiara,Othsnail,tot_pres_all_genera,pres_non_bulinids,Infsnails,Infsnails_no,niclo_order,niclo_visit,Date_appl_ed,sprayed_but_no_bul,sprayed_when_Bul_presy,sprayed_when_Bul_presn,Sprayed_Steffi_ed,Sprayed_Steffi,HS8,HS10,PS,Barreldrip,NumberofHudsonsprayersused,Volumeofwatersprayedwithmachine,Nicl,N_Duration_min,N_Duration_new,Timeofapplicationhhmm,Numberofsprayers,Notesappl,M_Notesappl,monthly_precip
1467,Kwamachungu,382685,Pemba,MKANYAGENI,,2014,8,,28/08/2014,25,10,MKANYAGENI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,44.8
1170,Kwamachungu,382685,Pemba,MKANYAGENI,,2014,10,,14/10/2014,27,1,MAKOMBENI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,54.6
1468,Kwamachungu,382685,Pemba,MKANYAGENI,,2014,12,,20/12/2014,29,11,MKANYAGENI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,276
1469,Kwamachungu,382685,Pemba,MKANYAGENI,,2015,2,,04/02/2015,31,12,MKANYAGENI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,11
1470,Kwamachungu,382685,Pemba,MKANYAGENI,,2015,8,,22/08/2015,37,14,MKANYAGENI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,57.8
1471,Kwamachungu,382685,Pemba,MKANYAGENI,,2015,10,,13/10/2015,39,15,MKANYAGENI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,22.6
1472,Kwamachungu,382685,Pemba,MKANYAGENI,,2015,12,,29/12/2015,41,16,MKANYAGENI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,162
1473,Kwamachungu,382685,Pemba,MKANYAGENI,,2016,8,,22/08/2016,47,17,MKANYAGENI,MARSH,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,128.5
1474,Kwamachungu,382685,Pemba,MKANYAGENI,,2016,10,,22/10/2016,49,18,MKANYAGENI,STREAM,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,20
1475,Kwamachungu,382685,Pemba,MKANYAGENI,,2016,12,,11/12/2016,51,19,MKANYAGENI,STREAM,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,182
1476,Kwamachungu,382685,Pemba,MKANYAGENI,,2017,1,,23/01/2017,52,20,MKANYAGENI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,0
2664,Kwamadege,498877,Unguja,BANDAMAJI,,2015,3,,23/03/2015,32,2,BANDAMAJI,DAM,pond,temporary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,232.4
2665,Kwamadege,498877,Unguja,BANDAMAJI,,2015,7,,09/07/2015,36,3,BANDAMAJI,RIVER,pond,temporary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,43.7
2666,Kwamadege,498877,Unguja,BANDAMAJI,,2015,9,,08/09/2015,38,4,BANDAMAJI,DAM,pond,temporary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,39
2667,Kwamadege,498877,Unguja,BANDAMAJI,,2016,2,,22/02/2016,43,5,BANDAMAJI,DAM,pond,temporary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,0.5
2668,Kwamadege,498877,Unguja,BANDAMAJI,,2016,8,,12/08/2016,47,6,BANDAMAJI,DAM,pond,temporary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,128.5
2669,Kwamadege,498877,Unguja,BANDAMAJI,,2016,11,,14/11/2016,50,7,BANDAMAJI,DAM,pond,temporary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,91.5
2670,Kwamadege,498877,Unguja,BANDAMAJI,,2017,2,,09/02/2017,53,8,BANDAMAJI,POND,pond,temporary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,13
1594,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2012,8,,07/08/2012,6,1,MSUKA MAGHARIBI,,stream,temporary,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,29.8
1595,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2012,10,,01/10/2012,8,2,MSUKA MAGHARIBI,RICE PADDY,stream,temporary,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,8.7
1596,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2013,1,,07/01/2013,11,3,MSUKA MAGHARIBI,RICE PADDY,stream,temporary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,103
1597,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2013,2,,18/02/2013,12,4,MSUKA MAGHARIBI,RICE PADDY,stream,temporary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,0
1598,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2013,7,,16/07/2013,14,5,MSUKA MAGHARIBI,"RICE PADDY, STREAM",stream,temporary,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,6.1
1599,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2013,9,,04/09/2013,16,6,MSUKA MAGHARIBI,"RICE PADDY, STREAM",stream,temporary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,19.4
1600,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2014,1,,11/01/2014,19,7,MSUKA MAGHARIBI,RICE PADDY,stream,temporary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,0.3
1601,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2014,2,,16/02/2014,20,8,MSUKA MAGHARIBI,STREAM,stream,temporary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,108.2
1602,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2014,8,,18/08/2014,25,9,MSUKA MAGHARIBI,STREAM,stream,temporary,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,44.8
1603,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2014,10,,11/10/2014,27,10,MSUKA MAGHARIBI,RICE PADDY,stream,temporary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,54.6
1604,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2014,11,,22/11/2014,28,11,MSUKA MAGHARIBI,STREAM,stream,temporary,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,284.4
1605,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2015,1,,31/01/2015,30,12,MSUKA MAGHARIBI,RICE PADDY,stream,temporary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,19.6
1606,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2015,3,,16/03/2015,32,13,MSUKA MAGHARIBI,RICE PADDY,stream,temporary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,232.4
1607,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2015,8,,01/08/2015,37,14,MSUKA MAGHARIBI,RICE PADDY,stream,temporary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,57.8
1608,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2015,9,,28/09/2015,38,15,MSUKA MAGHARIBI,RICE PADDY,stream,temporary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,39
1609,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2015,12,,01/12/2015,41,16,MSUKA MAGHARIBI,STREAM,stream,temporary,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,162
1610,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2016,8,,10/08/2016,47,17,MSUKA MAGHARIBI,STREAM,stream,temporary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,128.5
1611,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2016,10,,03/10/2016,49,18,MSUKA MAGHARIBI,RICE PADDY,stream,temporary,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,20
1612,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2016,11,,29/11/2016,50,19,MSUKA MAGHARIBI,RICE PADDY,stream,temporary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,91.5
1613,Kwamakuku,382686,Pemba,MSUKA MAGHARIBI,,2017,1,,11/01/2017,52,20,MSUKA MAGHARIBI,STREAM,stream,temporary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,0
713,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2012,9,,02/09/2012,7,1,KINOWE,RICE PADDY,stream,permanent,,0,0,0,0,0,0,0,1,0,0,0,,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,67.7
714,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2012,9,,30/09/2012,7,2,KINOWE,RICE PADDY,stream,permanent,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,67.7
715,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2013,1,,08/01/2013,11,3,KINOWE,RICE PADDY,stream,permanent,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,103
716,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2013,2,,17/02/2013,12,4,KINOWE,RICE PADDY,stream,permanent,,0,0,0,1,0,0,0,1,0,0,0,0,2,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,0
717,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2013,7,,21/07/2013,14,5,KINOWE,"RICE PADDY, STREAM",stream,permanent,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,6.1
718,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2013,9,,05/09/2013,16,6,KINOWE,DAM,stream,permanent,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,19.4
719,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2014,1,,11/01/2014,19,7,KINOWE,RICE PADDY,stream,permanent,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,16,1,11/01/2014,1,,,1,1,1,0,0,0,,,,,,,,,date of niclosamide was blank- added from survey date,0.3
720,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2014,2,,16/02/2014,20,8,KINOWE,RICE PADDY,stream,permanent,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,108.2
721,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2014,8,,19/08/2014,25,9,KINOWE,RICE PADDY,stream,permanent,,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,44.8
722,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2014,10,,11/10/2014,27,10,KINOWE,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,54.6
723,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2014,11,,23/11/2014,28,11,KINOWE,STREAM,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,284.4
724,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2015,1,,31/01/2015,30,12,KINOWE,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,19.6
725,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2015,3,,17/03/2015,32,13,KINOWE,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,232.4
726,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2015,8,,03/08/2015,37,14,KINOWE,STREAM,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,57.8
727,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2015,9,,30/09/2015,38,15,KINOWE,STREAM,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,39
728,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2015,12,,21/12/2015,41,16,KINOWE,STREAM,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,162
729,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2016,8,,13/08/2016,47,17,KINOWE,STREAM,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,128.5
730,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2016,10,,10/10/2016,49,18,KINOWE,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,20
731,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2016,12,,03/12/2016,51,19,KINOWE,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,182
732,Kwamakuku (Kinowe),383432,Pemba,KINOWE,,2017,1,,15/01/2017,52,20,KINOWE,STREAM,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,0
2067,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2012,8,,06/08/2012,6,1,SHUMBA VIAMBONI,,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,29.8
2068,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2012,9,,30/09/2012,7,2,SHUMBA VIAMBONI,,stream,permanent,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,67.7
2069,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2013,1,,06/01/2013,11,3,SHUMBA VIAMBONI,STREAM,stream,permanent,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,103
2070,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2013,2,,13/02/2013,12,4,SHUMBA VIAMBONI,STREAM,stream,permanent,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,0
2071,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2013,7,,14/07/2013,14,5,SHUMBA VIAMBONI,"RICE PADDY, STREAM",stream,permanent,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,6.1
2072,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2013,9,,02/09/2013,16,6,SHUMBA VIAMBONI,STREAM,stream,permanent,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,19.4
2073,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2013,12,,31/12/2013,18,7,SHUMBA VIAMBONI,STREAM,stream,permanent,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,36.3
2074,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2014,2,,18/02/2014,20,8,SHUMBA VIAMBONI,STREAM,stream,permanent,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,108.2
2075,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2014,8,,04/08/2014,25,9,SHUMBA VIAMBONI,STREAM,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,44.8
2076,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2014,10,o,02/10/2014,27,10,SHUMBA VIAMBONI,STREAM,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,22,1,02/10/2014,1,,,1,1,0,0,0,0,,,1,,,,,,date of niclosamide was blank- added from survey date,54.6
2077,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2014,11,y,24/11/2014,28,11,SHUMBA VIAMBONI,STREAM,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,284.4
2078,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2015,1,,21/01/2015,30,12,SHUMBA VIAMBONI,STREAM,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,19.6
2079,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2015,3,,11/03/2015,32,13,SHUMBA VIAMBONI,STREAM,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,232.4
2080,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2015,8,,11/08/2015,37,14,SHUMBA VIAMBONI,STREAM,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,57.8
2081,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2015,9,,03/09/2015,38,15,SHUMBA VIAMBONI,STREAM,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,39
2082,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2015,12,,05/12/2015,41,16,SHUMBA VIAMBONI,STREAM,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,162
2083,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2016,8,,07/08/2016,47,17,SHUMBA VIAMBONI,STREAM,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,128.5
2084,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2016,10,,08/10/2016,49,18,SHUMBA VIAMBONI,STREAM,stream,permanent,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,20
2085,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2016,11,,23/11/2016,50,19,SHUMBA VIAMBONI,STREAM,stream,permanent,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,91.5
2086,Kwamilango,382687,Pemba,SHUMBA VIAMBONI,,2017,1,,09/01/2017,52,20,SHUMBA VIAMBONI,STREAM,stream,permanent,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,0
1350,Kwamwanagani,382688,Pemba,MGOGONI,,2012,1,,02/01/2012,3,1,MGOGONI,STREAM,stream,permanent,,0,0,0,0,0,0,0,1,0,1,0,0,2,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,22.2
1351,Kwamwanagani,382688,Pemba,MGOGONI,,2012,9,,02/09/2012,7,2,MGOGONI,RICE PADDY,stream,permanent,,0,0,0,0,0,0,0,1,0,0,0,,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,67.7
1352,Kwamwanagani,382688,Pemba,MGOGONI,,2012,9,,26/09/2012,7,3,MGOGONI,RICE PADDY,stream,permanent,,0,0,0,1,0,0,0,0,0,0,0,,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,67.7
1353,Kwamwanagani,382688,Pemba,MGOGONI,,2013,1,,03/01/2013,11,4,MGOGONI,STREAM,stream,permanent,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,103
1354,Kwamwanagani,382688,Pemba,MGOGONI,,2013,2,,24/02/2013,12,5,MGOGONI,RICE PADDY,stream,permanent,,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,0
1355,Kwamwanagani,382688,Pemba,MGOGONI,,2013,7,,08/07/2013,14,6,MGOGONI,"RICE PADDY, STREAM",stream,permanent,,0,0,0,1,0,0,0,0,0,1,0,,2,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,6.1
1356,Kwamwanagani,382688,Pemba,MGOGONI,,2013,8,,31/08/2013,15,7,MGOGONI,"RICE PADDY, STREAM",stream,permanent,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,17.7
1357,Kwamwanagani,382688,Pemba,MGOGONI,,2013,12,,30/12/2013,18,8,MGOGONI,RICE PADDY,stream,permanent,,0,0,0,0,0,0,0,1,0,1,0,0,2,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,36.3
1358,Kwamwanagani,382688,Pemba,MGOGONI,,2014,2,,12/02/2014,20,9,MGOGONI,RICE PADDY,stream,permanent,,0,0,0,0,0,0,0,1,0,1,0,0,2,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,108.2
1359,Kwamwanagani,382688,Pemba,MGOGONI,,2014,8,o,06/08/2014,25,10,MGOGONI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,,,20,1,06/08/2014,1,,,1,1,0,0,0,0,,,2.5,,,,,,date of niclosamide was blank- added from survey date,44.8
1360,Kwamwanagani,382688,Pemba,MGOGONI,,2014,9,y,30/09/2014,26,11,MGOGONI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,73.6
1361,Kwamwanagani,382688,Pemba,MGOGONI,,2014,11,,19/11/2014,28,12,MGOGONI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,284.4
1362,Kwamwanagani,382688,Pemba,MGOGONI,,2015,1,,19/01/2015,30,13,MGOGONI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,19.6
1363,Kwamwanagani,382688,Pemba,MGOGONI,,2015,3,,10/03/2015,32,14,MGOGONI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,232.4
1364,Kwamwanagani,382688,Pemba,MGOGONI,,2015,8,,08/08/2015,37,15,MGOGONI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,57.8
1365,Kwamwanagani,382688,Pemba,MGOGONI,,2015,9,,22/09/2015,38,16,MGOGONI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,39
1366,Kwamwanagani,382688,Pemba,MGOGONI,,2015,11,,30/11/2015,40,17,MGOGONI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,274.8
1367,Kwamwanagani,382688,Pemba,MGOGONI,,2016,8,,06/08/2016,47,18,MGOGONI,STREAM,stream,permanent,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,128.5
1368,Kwamwanagani,382688,Pemba,MGOGONI,,2016,10,,05/10/2016,49,19,MGOGONI,STREAM,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,20
1369,Kwamwanagani,382688,Pemba,MGOGONI,,2016,11,,22/11/2016,50,20,MGOGONI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,91.5
1370,Kwamwanagani,382688,Pemba,MGOGONI,,2017,1,,08/01/2017,52,21,MGOGONI,RICE PADDY,stream,permanent,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,0
421,Kwamwanaisha,382689,Pemba,KANGAGANI,,2011,12,,07/12/2011,2,1,KANGAGANI,POND,zlarge pond,temporary,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,103.1
422,Kwamwanaisha,382689,Pemba,KANGAGANI,,2012,9,,09/09/2012,7,2,KANGAGANI,RICE PADDY,zlarge pond,temporary,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,67.7
