orig_row_rec,Wbname_fin,EMU_site_irn,Island,Shehia_cleaned,include,Year,month,niclo_by_site,Date_ed,month_survey_order,Visit,Shname,Wbtype,wbtype_fin,Wbtype2_ed,no_collected,Bul_pres_ed,Bglob,Bfor,Lym,Mel,Cleo,Pila,Lan,Cera,Neri,Thiara,Othsnail,tot_pres_all_genera,pres_non_bulinids,Infsnails,Infsnails_no,niclo_order,niclo_visit,Date_appl_ed,sprayed_but_no_bul,sprayed_when_Bul_presy,sprayed_when_Bul_presn,Sprayed_Steffi_ed,Sprayed_Steffi,HS8,HS10,PS,Barreldrip,NumberofHudsonsprayersused,Volumeofwatersprayedwithmachine,Nicl,N_Duration_min,N_Duration_new,Timeofapplicationhhmm,Numberofsprayers,Notesappl,M_Notesappl,monthly_precip
3078,Abdalla Said - Shuweni,384801,Unguja,KINYASINI,,2012,6,,18/06/2012,4,1,KINYASINI,RIVER,pond,temporary,7,1,1,0,0,0,1,1,0,0,0,0,0,3,1,0,0,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,14.5
3079,Abdalla Said - Shuweni,384801,Unguja,KINYASINI,,2012,8,,28/08/2012,6,2,KINYASINI,DAM,pond,temporary,44,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,29.8
3084,Abdalla Said - Shuweni,384801,Unguja,KINYASINI,,2014,7,,09/07/2014,24,7,KINYASINI,RIVER,pond,temporary,12,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,3,,,,,0,1,0,0,,,,,,,,,,,,,,48.4
2148,Biani,382627,Pemba,VITONGOJI,,2011,12,,15/12/2011,2,1,VITONGOJI,POND,zlarge pond,temporary,51,1,1,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,103.1
1,Bonde Dogo,382629,Pemba,FINYA,,2011,12,,21/12/2011,2,1,FINYA,STREAM,rice/stream,permanent,46,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,103.1
22,Bonde Kubwa,382630,Pemba,FINYA,,2011,12,,21/12/2011,2,1,FINYA,STREAM,stream,permanent,5,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,103.1
3583,Bondeni,498837,Unguja,WELEZO,,2016,12,,06/12/2016,51,6,WELEZO,STREAM,stream,permanent,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,182
2766,Chuini School A,498840,Unguja,CHUINI,,2011,11,,29/11/2011,1,1,CHUINI,POND,pond,temporary,221,1,1,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,399.2
2767,Chuini School A,498840,Unguja,CHUINI,,2012,6,,28/06/2012,4,2,CHUINI,LAKE,pond,temporary,8,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,14.5
2770,Chuini School A,498840,Unguja,CHUINI,,2014,1,,21/01/2014,19,5,CHUINI,DAM,pond,temporary,8,1,1,0,0,0,0,0,0,0,0,0,1,2,1,0,0,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,0.3
2773,Chuwini Vigaeni,384803,Unguja,CHUINI,,2011,11,,29/11/2011,1,1,CHUINI,POND,pond,temporary,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,399.2
3472,Daraja La Pili,498844,Unguja,MTOPEPO,,2015,4,,27/04/2015,33,3,MTOPEPO,RIVER,river,permanent,,1,0,1,0,0,0,1,0,0,0,0,1,3,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,134.3
3474,Daraja La Pili,498844,Unguja,MTOPEPO,,2016,3,,30/03/2016,44,5,MTOPEPO,RIVER,river,permanent,,1,0,1,0,0,0,0,0,0,0,0,1,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,No spraying,,225.5
3476,Daraja La Pili,498844,Unguja,MTOPEPO,,2016,12,,08/12/2016,51,7,MTOPEPO,RIVER,river,permanent,,1,0,1,0,0,0,0,0,0,0,0,1,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,182
3106,Darajani (Kinyasini),498845,Unguja,KINYASINI,,2014,7,,03/07/2014,24,1,KINYASINI,RIVER,stream,temporary,17,1,1,0,0,0,1,1,0,0,0,0,0,3,1,0,0,,,,,0,1,0,0,,,,,,,,,,,,,,48.4
1714,Darajani Kijito Songoro,382637,Pemba,PIKI,,2012,1,,04/01/2012,3,1,PIKI,STREAM,stream,temporary,140,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,22.2
3477,Darajani Mtopepo,498847,Unguja,MTOPEPO,,2014,8,,28/08/2014,25,1,MTOPEPO,STREAM,river,permanent,,1,0,1,0,0,0,1,0,0,0,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,44.8
3483,Darajani Mtopepo,498847,Unguja,MTOPEPO,,2016,12,,08/12/2016,51,7,MTOPEPO,RIVER,river,permanent,,1,0,1,0,0,0,0,0,0,0,0,1,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,182
2807,Eneyani,384804,Unguja,DONGE MCHANGANI,,2012,6,,19/06/2012,4,1,DONGE MCHANGANI,DAM,pond,temporary,7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,14.5
2916,Forodhani,384805,Unguja,JENDELE,,2011,11,,22/11/2011,1,1,JENDELE,DAM,pond,temporary,5,1,1,0,0,0,1,1,0,0,0,0,0,3,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,399.2
2917,Forodhani,384805,Unguja,JENDELE,,2012,6,,21/06/2012,4,2,JENDELE,LAKE,pond,temporary,6,1,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,14.5
2924,Forodhani,384805,Unguja,JENDELE,,2015,5,,18/05/2015,34,9,JENDELE,RICE PADDY,pond,temporary,,1,0,1,0,0,0,1,0,0,0,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,496.3
2009,Funga,382641,Pemba,SHUMBA VIAMBONI,,2012,8,,02/08/2012,6,1,SHUMBA VIAMBONI,RICE PADDY,stream,temporary,1,1,1,0,0,0,0,0,0,0,0,0,,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,29.8
3117,Jengadega,384807,Unguja,KINYASINI,,2012,6,,18/06/2012,4,2,KINYASINI,LAKE,pond,permanent,6,1,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,14.5
3122,Jengadega,384807,Unguja,KINYASINI,,2014,7,,02/07/2014,24,7,KINYASINI,POND,pond,permanent,17,1,1,0,0,0,1,1,0,0,0,0,0,3,1,0,0,,,,,0,1,0,0,,,,,,,,,,,,,,48.4
3139,Kibokwa,384809,Unguja,KINYASINI,,2011,11,,16/11/2011,1,1,KINYASINI,POND,pond,temporary,,1,1,0,0,1,1,0,0,0,0,0,0,3,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,399.2
2608,Kichanga B,498857,Unguja,BANDAMAJI,,2014,6,,26/06/2014,23,1,BANDAMAJI,POND,stream,temporary,4,1,1,0,0,0,1,1,0,0,0,0,0,3,1,0,0,,,,,0,1,0,0,,,,,,,,,,,,,,22.5
2617,Kichanga C,498858,Unguja,BANDAMAJI,,2014,6,,26/06/2014,23,1,BANDAMAJI,POND,pond,permanent,57,1,1,0,0,0,1,1,0,0,0,0,0,3,1,0,0,,,,,0,1,0,0,,,,,,,,,,,,,,22.5
2622,Kichanga C,498858,Unguja,BANDAMAJI,,2016,2,,11/02/2016,43,6,BANDAMAJI,DAM,pond,permanent,,1,0,1,0,0,0,1,0,0,0,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,0.5
2988,Kichanjani,384811,Unguja,KANDWI,,2011,11,,21/11/2011,1,1,KANDWI,POND/ PERMANENT,pond,temporary,8,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,399.2
2996,Kichanjani,384811,Unguja,KANDWI,,2016,7,,19/07/2016,46,9,KANDWI,LAKE,pond,temporary,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,2
3146,Kidaraja Cha Magogo,498859,Unguja,KINYASINI,,2014,7,,03/07/2014,24,1,KINYASINI,STREAM,stream,temporary,12,1,1,0,0,0,1,1,0,0,0,0,0,3,1,0,0,,,,,0,1,0,0,,,,,,,,,,,,,,48.4
3584,Kidarajani (Welezo),498861,Unguja,WELEZO,,2011,12,,01/12/2011,2,1,WELEZO,STREAM,stream,permanent,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,103.1
3593,Kidarajani (Welezo),498861,Unguja,WELEZO,,2016,12,,06/12/2016,51,10,WELEZO,STREAM,stream,permanent,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,182
3158,Kidimni,498862,Unguja,KINYASINI,,2015,5,,19/05/2015,34,3,KINYASINI,RICE PADDY,pond,temporary,1,1,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,496.3
2027,Kijimbu Mali,382651,Pemba,SHUMBA VIAMBONI,,2012,8,,01/08/2012,6,1,SHUMBA VIAMBONI,RICE PADDY,rice/stream,permanent,99,1,1,0,0,0,0,0,0,0,0,0,,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,29.8
2816,Kijitoni,384812,Unguja,DONGE MCHANGANI,,2012,6,,19/06/2012,4,2,DONGE MCHANGANI,POND,zlarge pond,temporary,3,1,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,14.5
2627,Kikokwa,498864,Unguja,BANDAMAJI,,2014,6,,24/06/2014,23,1,BANDAMAJI,POND,stream,temporary,22,1,1,0,0,0,1,1,0,0,0,0,0,3,1,1,1,,,,,0,1,0,0,,,,,,,,,,,,,,22.5
2466,Kilikoni (Ziwani),573391,Pemba,ZIWANI,,2011,12,,29/12/2011,2,1,ZIWANI,STREAM,stream,temporary,68,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,103.1
2204,Kimbu Punda,382656,Pemba,VITONGOJI,,2012,9,,20/09/2012,7,2,VITONGOJI,RICE PADDY,pond,temporary,2,1,1,0,0,0,0,0,0,0,0,0,,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,67.7
327,Kinafunzi,382658,Pemba,KANGAGANI,,2011,12,,07/12/2011,2,1,KANGAGANI,POND,zlarge pond,permanent,32,1,1,0,0,0,0,0,1,0,0,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,103.1
3404,Kinumoshi,384814,Unguja,MIWANI,,2012,6,,25/06/2012,4,1,MIWANI,RIVER,stream,permanent,23,1,1,0,0,0,1,1,0,0,0,0,0,3,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,14.5
3175,Kinyasini School,384816,Unguja,KINYASINI,,2012,6,,04/06/2012,4,1,KINYASINI,RIVER,stream,permanent,2,1,1,0,0,0,1,1,0,0,0,0,0,3,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,14.5
3176,Kinyasini School,384816,Unguja,KINYASINI,,2012,8,,07/08/2012,6,2,KINYASINI,RIVER,stream,permanent,25,1,1,0,0,0,1,0,0,0,0,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,29.8
2644,Kipangani (Bandamaji),498869,Unguja,BANDAMAJI,,2014,6,,27/06/2014,23,1,BANDAMAJI,POND,pond,temporary,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,1,0,0,,,,,,,,,,,,,,22.5
2645,Kipangani (Bandamaji),498869,Unguja,BANDAMAJI,,2014,11,,12/11/2014,28,2,BANDAMAJI,DAM,pond,temporary,,1,0,1,0,0,0,0,0,0,0,0,1,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,284.4
3198,Kisongoni,384817,Unguja,KINYASINI,,2012,8,,07/08/2012,6,3,KINYASINI,RIVER,river,permanent,1,1,1,0,0,0,1,1,0,0,0,0,0,3,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,29.8
2829,Kituo Cha Afya,384819,Unguja,DONGE MCHANGANI,,2011,11,,24/11/2011,1,1,DONGE MCHANGANI,POND,pond,temporary,13,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,399.2
2830,Kituo Cha Afya,384819,Unguja,DONGE MCHANGANI,,2012,6,,19/06/2012,4,2,DONGE MCHANGANI,DAM,pond,temporary,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,14.5
3484,Kiungoni,498872,Unguja,MTOPEPO,,2014,9,,01/09/2014,26,1,MTOPEPO,STREAM,river,permanent,,1,0,1,0,0,0,0,0,0,0,0,1,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,73.6
3488,Kiungoni,498872,Unguja,MTOPEPO,,2016,3,,29/03/2016,44,5,MTOPEPO,RIVER,river,permanent,,1,0,1,0,0,0,0,0,0,0,0,1,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,No spraying,,225.5
3490,Kiungoni,498872,Unguja,MTOPEPO,,2016,12,,07/12/2016,51,7,MTOPEPO,RIVER,river,permanent,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,182
2653,Kivumoni,551001,Unguja,BANDAMAJI,,2014,6,,27/06/2014,23,1,BANDAMAJI,POND,pond,temporary,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,1,0,0,,,,,,,,,,,,,,22.5
2654,Kivumoni,551001,Unguja,BANDAMAJI,,2014,11,,12/11/2014,28,2,BANDAMAJI,DAM,pond,temporary,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,284.4
3495,Kiwanja Cha Mpira,498873,Unguja,MTOPEPO,,2016,3,,30/03/2016,44,5,MTOPEPO,RIVER,river,permanent,,1,0,1,0,0,0,0,0,0,0,0,1,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,No spraying,,225.5
3497,Kiwanja Cha Mpira,498873,Unguja,MTOPEPO,,2016,12,,08/12/2016,51,7,MTOPEPO,RIVER,river,permanent,,1,0,1,0,0,0,0,0,0,0,0,1,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,182
381,Kiziwa Iwe Ndogo,382669,Pemba,KANGAGANI,,2011,12,,16/12/2011,2,1,KANGAGANI,POND,zlarge pond,temporary,7,1,1,1,0,0,0,0,1,0,0,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,103.1
382,Kiziwa Iwe Ndogo,382669,Pemba,KANGAGANI,,2012,9,,05/09/2012,7,2,KANGAGANI,RICE PADDY,zlarge pond,temporary,2,1,1,0,0,0,0,0,0,0,0,0,,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,67.7
2222,Kogile,382670,Pemba,VITONGOJI,,2011,12,,08/12/2011,2,1,VITONGOJI,POND,pond,temporary,17,1,1,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,103.1
2241,Kongooni,382672,Pemba,VITONGOJI,,2011,12,,15/12/2011,2,1,VITONGOJI,POND,zlarge pond,temporary,2,1,1,1,0,0,0,0,1,0,0,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,103.1
2242,Kongooni,382672,Pemba,VITONGOJI,,2012,9,,20/09/2012,7,2,VITONGOJI,RICE PADDY,zlarge pond,temporary,15,1,1,0,0,0,0,0,0,0,0,0,,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,67.7
3226,Kwa Khamis Seif (Eneo Jipya),384821,Unguja,KINYASINI,,2012,8,,09/08/2012,6,1,KINYASINI,RIVER,pond,temporary,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,29.8
3230,Kwa Khamis Seif (Eneo Jipya),384821,Unguja,KINYASINI,,2014,7,,03/07/2014,24,5,KINYASINI,POND,pond,temporary,23,1,1,0,0,0,1,1,0,0,0,0,0,3,1,1,2,,,,,0,1,0,0,,,,,,,,,,,,,,48.4
3421,Kwa Malik A,384831,Unguja,MIWANI,,2012,6,,25/06/2012,4,2,MIWANI,DAM,zlarge pond,permanent,2,1,1,0,0,0,1,1,0,0,0,0,0,3,1,0,0,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,14.5
3431,Kwa Malik A,384831,Unguja,MIWANI,,2015,9,,16/09/2015,38,12,MIWANI,LAKE,zlarge pond,permanent,13,1,1,1,0,0,0,1,0,0,0,0,1,3,1,0,0,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,39
3432,Kwa Malik B,498879,Unguja,MIWANI,,2015,9,,16/09/2015,38,13,MIWANI,LAKE,zlarge pond,permanent,2,1,1,1,0,0,0,1,0,0,0,0,1,3,1,0,0,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,39
1131,Kwabahani,382676,Pemba,MAKOMBENI,,2011,11,,26/11/2011,1,1,MAKOMBENI,POND,pond,temporary,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,399.2
2259,Kwafimbo,382678,Pemba,VITONGOJI,,2011,12,,08/12/2011,2,1,VITONGOJI,POND,zlarge pond,temporary,1,1,1,1,0,0,0,0,1,0,0,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,103.1
402,Kwaguni,382679,Pemba,KANGAGANI,,2011,12,,16/12/2011,2,1,KANGAGANI,POND,zlarge pond,temporary,1,1,0,1,0,0,0,0,1,0,0,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,103.1
2663,Kwamadege,498877,Unguja,BANDAMAJI,,2014,11,,12/11/2014,28,1,BANDAMAJI,POND,pond,temporary,,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,284.4
1209,Kwamwanamwari,382690,Pemba,MBUZINI,,2012,9,,13/09/2012,7,1,MBUZINI,,zlarge pond,permanent,2,1,1,0,0,0,0,0,0,0,0,0,,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,67.7
1210,Kwamwanamwari,382690,Pemba,MBUZINI,,2012,10,,22/10/2012,8,2,MBUZINI,,zlarge pond,permanent,,1,1,0,0,0,0,0,0,0,0,0,,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,8.7
1211,Kwamwanamwari,382690,Pemba,MBUZINI,,2013,1,,23/01/2013,11,3,MBUZINI,POND,zlarge pond,permanent,1,1,1,0,0,0,0,0,1,0,0,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,103
2521,Kwamwanamwari,382690,Pemba,MBUZINI,,2013,8,,18/08/2013,15,1,ZIWANI,"POND, RICE PADDY",zlarge pond,permanent,1,1,1,0,0,0,0,0,1,0,0,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,17.7
1213,Kwamwanamwari,382690,Pemba,MBUZINI,,2013,9,,22/09/2013,16,5,MBUZINI,POND,zlarge pond,permanent,7,1,0,0,0,0,0,0,1,0,0,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,19.4
1214,Kwamwanamwari,382690,Pemba,MBUZINI,,2014,1,,29/01/2014,19,6,MBUZINI,POND,zlarge pond,permanent,,1,1,0,0,0,0,0,1,0,0,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,0.3
1216,Kwamwanamwari,382690,Pemba,MBUZINI,,2014,9,,13/09/2014,26,8,MBUZINI,RICE PADDY,zlarge pond,permanent,2,1,1,0,0,0,0,0,1,0,0,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,73.6
1217,Kwamwanamwari,382690,Pemba,MBUZINI,,2014,10,,03/10/2014,27,9,MBUZINI,POND,zlarge pond,permanent,2,1,1,0,0,1,0,0,1,0,0,0,0,3,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,54.6
1219,Kwamwanamwari,382690,Pemba,MBUZINI,,2015,9,,12/09/2015,38,11,MBUZINI,POND,zlarge pond,permanent,1,1,1,0,0,1,0,0,1,0,0,0,0,3,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,39
1223,Kwamwanamwari,382690,Pemba,MBUZINI,,2016,12,,31/12/2016,51,16,MBUZINI,POND,zlarge pond,permanent,5,1,1,0,0,1,0,0,1,0,0,0,0,3,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,182
1224,Kwamwanamwari,382690,Pemba,MBUZINI,,2017,2,,18/02/2017,53,17,MBUZINI,POND,zlarge pond,permanent,3,1,0,0,0,0,0,0,1,0,0,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,13
2671,Kwamzungu,498880,Unguja,BANDAMAJI,,2014,6,,26/06/2014,23,1,BANDAMAJI,POND,pond,temporary,12,1,1,0,0,0,1,1,0,0,0,0,0,3,1,0,0,,,,,0,1,0,0,,,,,,,,,,,,,,22.5
1840,Kwanguruwe,382693,Pemba,PIKI,,2012,1,,03/01/2012,3,1,PIKI,STREAM,stream,permanent,4,1,1,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,22.2
740,Kwazimwi,382694,Pemba,KINOWE,,2014,1,,12/01/2014,19,8,KINOWE,RICE PADDY,pond,permanent,,1,0,1,0,0,0,0,1,0,0,0,1,3,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,0.3
2541,Maji Meusi,382697,Pemba,ZIWANI,,2011,11,,29/11/2011,1,1,ZIWANI,STREAM,stream,permanent,2,1,0,1,0,0,0,0,0,0,1,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,399.2
2560,Maji Ya Mbao,382698,Pemba,ZIWANI,,2011,12,,29/12/2011,2,1,ZIWANI,STREAM,stream,temporary,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,103.1
3263,Makarani (Eneo Jipya),384823,Unguja,KINYASINI,,2012,8,,09/08/2012,6,1,KINYASINI,RIVER,pond,temporary,2,1,1,0,0,0,1,0,0,0,0,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,29.8
3266,Makarani (Eneo Jipya),384823,Unguja,KINYASINI,,2014,7,,03/07/2014,24,4,KINYASINI,STREAM,pond,temporary,12,1,1,1,0,0,1,1,0,0,0,0,0,3,1,0,0,,,,,0,1,0,0,,,,,,,,,,,,,,48.4
1171,Makombeni Darajani,382699,Pemba,MAKOMBENI,,2011,11,,26/11/2011,1,1,MAKOMBENI,RICE PADDY,stream,temporary,32,1,0,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,399.2
1859,Mapanya,382703,Pemba,PIKI,,2012,1,,03/01/2012,3,1,PIKI,STREAM,rice/stream,temporary,222,1,1,1,0,1,0,0,1,0,0,0,0,3,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,22.2
3276,Mapunda A,384826,Unguja,KINYASINI,,2012,6,,18/06/2012,4,1,KINYASINI,RIVER,stream,permanent,1,1,1,0,0,0,0,1,0,0,0,0,0,2,1,0,0,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,14.5
3277,Mapunda A,384826,Unguja,KINYASINI,,2012,8,,28/08/2012,6,2,KINYASINI,RIVER,stream,permanent,8,1,1,0,0,0,1,1,0,0,0,0,0,3,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,29.8
3282,Mapunda A,384826,Unguja,KINYASINI,,2014,7,,09/07/2014,24,7,KINYASINI,RIVER,stream,permanent,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,0,1,0,0,,,,,,,,,,,,,,48.4
3291,Mapunda B (Eneo Jipya),384827,Unguja,KINYASINI,,2012,8,,28/08/2012,6,1,KINYASINI,RIVER,stream,permanent,20,1,1,0,0,0,1,1,0,0,0,0,0,3,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,29.8
440,Mapungwi,382704,Pemba,KANGAGANI,,2011,11,,24/11/2011,1,1,KANGAGANI,POND,zlarge pond,permanent,32,1,1,1,0,1,0,0,1,0,0,0,0,3,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,399.2
441,Mapungwi,382704,Pemba,KANGAGANI,,2012,7,,09/07/2012,5,2,KANGAGANI,RICE PADDY,zlarge pond,permanent,43,1,1,0,0,0,0,0,0,0,0,0,,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,3.8
2692,Matetema,384828,Unguja,BANDAMAJI,,2011,11,,17/11/2011,1,1,BANDAMAJI,STREAM,stream,permanent,100,1,1,0,0,1,1,1,0,0,0,0,0,4,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,399.2
2693,Matetema,384828,Unguja,BANDAMAJI,,2012,6,,04/06/2012,4,2,BANDAMAJI,RIVER,stream,permanent,7,1,1,0,0,0,0,1,0,0,0,0,0,2,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,14.5
2694,Matetema,384828,Unguja,BANDAMAJI,,2012,8,,06/08/2012,6,3,BANDAMAJI,RIVER,stream,permanent,37,1,1,0,0,0,1,1,0,0,0,0,0,3,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,0,,,29.8
2699,Matetema,384828,Unguja,BANDAMAJI,,2014,11,,05/11/2014,28,8,BANDAMAJI,RIVER,stream,permanent,,1,0,1,0,0,1,1,0,0,0,0,0,3,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,284.4
1226,Mavungwa,382706,Pemba,MBUZINI,,2011,11,,24/11/2011,1,1,MBUZINI,POND,zlarge pond,permanent,161,1,1,0,0,0,1,1,0,0,0,0,0,3,1,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,399.2
1227,Mavungwa,382706,Pemba,MBUZINI,,2012,7,,09/07/2012,5,2,MBUZINI,,zlarge pond,permanent,15,1,1,0,0,0,0,0,0,0,0,0,,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,3.8
1249,Mavungwa B,382707,Pemba,MBUZINI,,2012,7,,10/07/2012,5,1,MBUZINI,RICE PADDY,zlarge pond,permanent,11,1,1,0,0,0,0,0,0,0,0,0,,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,3.8
479,Maziwa Mawili,382708,Pemba,KANGAGANI,,2011,11,,27/11/2011,1,1,KANGAGANI,POND,zlarge pond,temporary,20,1,1,1,0,0,0,0,0,0,0,0,0,1,0,,,,,,,0,1,0,0,0,0,0,0,,,,,,,,,,399.2
