orig_row_rec,temp_coll_data,comp_key_coll_data,Wbname_fin,EMU_site_irn,Shehia_cleaned,WB.shehia_edited,include,Year,month,month_year,Date.new,Date_ed,month_survey_order,Visit,Island,Shname,Wbname_orig,Wbname_ed,Wbtype,Wbtype_Fiona,Wbadapt_Steffi,wbtype_ed,wbtype_fin,georef_notes,Wbtype2,Wbtype2_Fiona,Wbtype2_Steffi,Wbtype2_ed,Ricecombined_Steffi,lat-long-edited,latitude,longitude,Lati_DD,Longi_DD,Lati_xls,Longi_xls,Lati_orig,Longi_orig,NotesGPS,site_dry,site_dry_ed,Village,time_sampling/time_in,time_sampling/time_out,time_in,time_out,mins_coll,ed_mins_coll,duration,M_time_note,snail_sp_coll_notesM,snail_sp_coll_ed,snail_sp_collected,no_collected,Bulinusspp_Steffi,Bul_pres_ed,Bglob,Bfor,Lym,Mel,Cleo,Pila,Lan,Cera,Neri,Thiara,Othsnail,pres_non_bulinids,Notessnail,notes_snails_M,Infsnails,Infsnails_no,Dateshed_new,Dateshed,Notesshed,Numberofcollectors,C1,C2,Notescoll,Alti,W_chem_notes_M,TDS,Temp,PH,Cond,Sal,Oxy,Flow_m/s,Flow_ed,Depth_m,Depth_ed,Wlevel,Wlevel_ed,Seas,Season,mud,sand,gravel,rock,concrete,peat,roots,Notessub,cow,sheep,goat,pig,horse,donkey,camel,Monkey,Ungu,carnivore,waterbird,Othwildan,Noteswian,Lilies,rushes,rice,waterhyacinth,macrophyteweed,palmfronds,sedge,grass,Polygonum,none,Otherveg,Notesveg,Dishes,bathing,Clothes,Carbike,Collectingwater,fording,swimmingplaying,fishing,Ricecult,otherfarming,sanitation,ablution,Otheract,Noteswact,niclo_order,niclo_visit,Date_appl_ed,Date_appl_new,date_application,sprayed_but_no_bul,sprayed_when_Bul_pres,Sprayed_Steffi_ed,Sprayed_Steffi,HS8,HS10,PS,Barreldrip,NumberofHudsonsprayersused,Volumeofwatersprayedwithmachine,Nicl,N_Duration_min,N_Duration_new,N_Duration,Timeofapplicationhhmm,Numberofsprayers,Notesappl,M_Notesappl,a.2012,y.1.2012,y.9.2012,a.2013,y.9.2013,a.2014,y.9.2014,a.2015,y.9.2015,a.2016,y.9.2016,a.2017,y.1.2017,y.9.2017,y.1.2018,y.9.2018,y.9.2019,a.2019,monthly_precip
277,,Tosa Kubwa_26.02.2014,Tosa Kubwa,382753,FINYA,,,2014,2,2_2014,26.02.2014,26/02/2014,20,8,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.05242,39.76267,-5.05242,39.76267,S 05 03. 145,039 45. 760,S 05.03.145,E 039.45.760,,,,KWALE MPONA,12:03 PM,12:10:30 PM,12:03:00,12:10:30,00:07:30,00:07:30,8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,,,,90,,87.3,31.4,9.8,182.9,0.1,,<0.5m/s,1,<0.5,1,Low,2,Low,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,0,1,0,1,0,0,0,0,,17,7,26/02/2014,26.02.2014,02.26.2014,Y,,y,1,1,0,0,0,4,,,50,50 min,50 min,12:15,2,,,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,108.2
272,,Tosa Kubwa_09.01.2013,Tosa Kubwa,382753,FINYA,,,2013,1,1_2013,09.01.2013,09/01/2013,11,3,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,STREAM,,STREAM,rice/stream,rice/stream,,temporary,,permanent,permanent,0,,-5.05242,39.76265,-5.05242,39.76265,S 05 03. 145,039 45. 759,S 05.03.145,E 039.45.759,,,,KWALE MPONA,11:56:00,12:02:30,11:56:00,12:02:30,00:06:30,00:06:30,7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,,,,43,,92.7,31.8,7.9,193.8,0.1,,0.5-1m/s,2,<0.5,1,Low,2,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,0,,8,3,09/01/2013,09.01.2013,,Y,,y,1,1,0,0,0,2,16,,28,28 min,28,12:10:00,1,,date of niclosamide was blank- added from survey date,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,103
271,,Tosa Kubwa_03.10.2012,Tosa Kubwa,382753,FINYA,,,2012,10,10_2012,03.10.2012,03/10/2012,8,2,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.05242,39.76263,-5.05242,39.76263,S 05 03. 145,039 45. 758,S 05.03.145,E 039.45.758,,,,KWALE MPONA,1:33:00 PM,1:40:30 PM,13:33:00,13:40:30,00:07:30,00:07:30,8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,4,,,,61,,90.7,32.2,7.0,189.3,0.1,,<0.5m/s,1,<0.5,1,Low,2,Low,Dry,1,0,0,0,0,0,0,Mud,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,lilies,0,1,0,0,0,0,0,0,0,0,0,0,,washing_bathing,5,2,03/10/2012,03.10.2012,,Y,,y,1,1,0,0,0,1,,,5,5 min,5 min,01:45,,,date of niclosamide was blank- added from survey date,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,8.7
275,,Tosa Kubwa_07.09.2013,Tosa Kubwa,382753,FINYA,,,2013,9,9_2013,07.09.2013,07/09/2013,16,6,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,"RICE PADDY, STREAM",,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.05242,39.76258,-5.05242,39.76258,S 05 03. 145,039 45. 755,S 05 03. 145,E 039 45.755,,,,KWALE MPONA,12:46:00,12:53:30,12:46:00,12:53:30,00:07:30,00:07:30,8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,MSANIF OTHMAN MASOUD,MARYAM KHALFAN,,47,,77.8,28.6,8.2,162.6,0.1,,<0.5m/s,1,<0.5,1,Dry,1,Low,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,1,1,1,1,0,0,0,1,,13,5,07/09/2013,07.09.2013,,Y,,y,1,1,0,0,0,4,,,50,50 min,50,01:01,2,,date of niclosamide was blank- added from survey date,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,19.4
270,,Tosa Kubwa_10.08.2012,Tosa Kubwa,382753,FINYA,,,2012,8,8_2012,10.08.2012,10/08/2012,6,1,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.0524,39.76263,-5.0524,39.76263,S 05 03. 144,039 45. 758,05 03.144,039 45.758,,,,KWALE MPONA,11:20:00 AM,11:27:30 AM,11:20:00,11:27:30,00:07:30,00:07:30,8,,,,,7,1,1,1,0,0,0,0,0,0,0,0,0,,0,Bulinus sp,,,,,,,4,,,,86,,96.4,30.6,7.0,201.0,0.1,,0.5-1m/s,2,<0.5,1,Low,2,High,Dry,,,,,,,,Multiple,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,multiple,0,0,0,0,0,0,0,0,0,0,0,0,,multiple,3,1,10/08/2012,10.08.2012,,,Y,y,1,1,0,0,0,2,16,,,,,,,,date of niclosamide was blank- added from survey date,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,29.8
285,,Tosa Kubwa_16.12.2015,Tosa Kubwa,382753,FINYA,,,2015,12,12_2015,16.12.2015,16/12/2015,41,16,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.0524,39.76262,-5.0524,39.76262,S 05 03. 144,039 45. 757,S 05.03.144,E 039.45.757,,,,KWALE MPONA,12:19 PM,12:26:30 PM,12:19:00,12:26:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,4,,,,77,,191.4,,9.5,397.0,0.2,,0.5-1m/s,2,0.5-1,2,Normal,3,High,,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,,1,1,1,0,0,1,0,0,1,0,0,1,,,36,14,16/12/2015,16.12.2015,12.16.2015,Y,,y,1,1,0,0,0,2,,,26,26 min,26 min,12:32,1,,date application in month-day format- replaced with survey date,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,162
278,,Tosa Kubwa_16.08.2014,Tosa Kubwa,382753,FINYA,,,2014,8,8_2014,16.08.2014,16/08/2014,25,9,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.05238,39.76265,-5.05238,39.76265,S 05 03. 143,039 45. 759,S 05.03.143,E 039.45.759,,,,KWALE MPONA,12:41 PM,12:48:30 PM,12:41:00,12:48:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,,,,84,,112.2,32.1,9.9,229.0,0.1,,0.5-1m/s,2,<0.5,1,Normal,3,High,,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,0,0,0,,0,1,1,0,0,1,1,1,1,0,0,1,1,Ablution,20,8,16/08/2014,16.08.2014,16.08.2014,Y,,y,1,1,0,0,0,7,,,84,84 min,84 min,12:51,2,,,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,44.8
279,,Tosa Kubwa_08.10.2014,Tosa Kubwa,382753,FINYA,,,2014,10,10_2014,08.10.2014,08/10/2014,27,10,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.05238,39.76265,-5.05238,39.76265,S 05 03. 143,039 45. 759,S 05.03.143,E 039.45.759,,,,KWALE MPONA,12:56 PM,1:03:30 PM,12:56:00,13:03:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,,,,64,,25.9,29.6,9.7,54.8,0.0,,0.5-1m/s,2,0.5-1,2,Low,2,Low,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,1,1,1,1,0,0,1,1,Ablution,22,9,08/10/2014,08.10.2014,08.10.2014,Y,,y,1,1,0,0,0,4,,,24,24 min,24 min,01:08,2,,,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,54.6
287,,Tosa Kubwa_15.10.2016,Tosa Kubwa,382753,FINYA,,,2016,10,10_2016,15.10.2016,15/10/2016,49,18,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.05238,39.76263,-5.05238,39.76263,S 05 03. 143,039 45. 758,S 05.03.143,E 039.45.758,,,,KWALE MPONA,11:03 AM,11:10:30 AM,11:03:00,11:10:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,,,,48,,86.0,33.4,7.8,172.0,,,<0.5m/s,1,<0.5,1,Low,2,Low,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,1,1,1,1,1,0,1,,Ablution,44,16,15/10/2016,15.10.2016,15.10.2016,Y,,y,1,1,0,0,0,,,,60,60 min,60 min,11:15,,,,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,20
273,,Tosa Kubwa_23.02.2013,Tosa Kubwa,382753,FINYA,,,2013,2,2_2013,23.02.2013,23/02/2013,12,4,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.05238,39.76262,-5.05238,39.76262,S 05 03. 143,039 45. 757,S 05.03.143,E 039.45.757,,,,KWALE MPONA,12:30:00,12:37:30,12:30:00,12:37:30,00:07:30,00:07:30,8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,,,,69,,116.0,32.4,7.3,238.0,0.1,,<0.5m/s,1,<0.5,1,Low,2,Low,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,0,0,0,,0,1,1,0,0,1,0,0,1,0,0,1,1,Ablution,,,,,,,,n,0,0,0,0,0,,,,,,,,,The site not sprayed because two previous visit snails not found,,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,0
274,,Tosa Kubwa_22.07.2013,Tosa Kubwa,382753,FINYA,,,2013,7,7_2013,22.07.2013,22/07/2013,14,5,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,"RICE PADDY, STREAM",,STREAM,rice/stream,rice/stream,,temporary,,permanent,permanent,1,,-5.05238,39.76257,-5.05238,39.76257,S 05 03. 143,039 45. 754,S05.03.143,E039.45.754,,,,KWALE MPONA,10:58:00,11:05:00,10:58:00,11:05:00,00:07:00,00:07:00,7,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,,,4,MARYAM KHALFAN ALY,MSANIF OTHMAN,,86,,87.2,25.0,7.4,181.0,0.1,,<0.5m/s,1,<0.5,1,Normal,3,High,Rainy,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,0,0,0,,0,1,1,0,0,1,1,1,1,0,0,1,,,11,4,22/07/2013,22.07.2013,,Y,,y,1,1,0,0,0,,,0.16,24,24 min,24,11:10:00,2,Used 8 litre hudson sprayer,date of niclosamide was blank- added from survey date,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,6.1
288,,Tosa Kubwa_06.12.2016,Tosa Kubwa,382753,FINYA,,,2016,12,12_2016,06.12.2016,06/12/2016,51,19,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,STREAM,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,0,,-5.05237,39.76265,-5.05237,39.76265,S 05 03. 142,039 45. 759,S 05.03.142,E 039.45.759,,,,KWALE MPONA,12:07 PM,12:14:30 PM,12:07:00,12:14:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,4,,,,73,,83.0,31.2,6.5,166.0,,,0.5-1m/s,2,<0.5,1,Low,2,High,Dry,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,,1,1,1,0,0,1,0,1,1,1,0,1,1,Ablution,46,17,06/12/2016,06.12.2016,06.12.2016  00:00:00,Y,,y,1,1,0,0,0,5,,,37,37 min,37 min,12:21,2,,,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,182
283,,Tosa Kubwa_17.08.2015,Tosa Kubwa,382753,FINYA,,,2015,8,8_2015,17.08.2015,17/08/2015,37,14,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.05237,39.76263,-5.05237,39.76263,S 05 03. 142,039 45. 758,S 05.03.142,E 039.45.758,,,,KWALE MPONA,11:50 AM,11:57:30 AM,11:50:00,11:57:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,4,,,,90,,67.2,,9.4,141.0,0.1,,0.5-1m/s,2,<0.5,1,Normal,3,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,,1,1,1,0,0,1,0,1,1,1,0,1,1,Ablution,32,12,17/08/2015,17.08.2015,17.08.2015,Y,,y,1,1,0,0,0,4,,,44,44 min,44,12:07,2,,,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,57.8
276,,Tosa Kubwa_07.01.2014,Tosa Kubwa,382753,FINYA,,,2014,1,1_2014,07.01.2014,07/01/2014,19,7,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.05235,39.76267,-5.05235,39.76267,S 05 03. 141,039 45. 760,S 05.03.141,E 039.45.760,,,,KWALE MPONA,12:03 PM,12:10:30 PM,12:03:00,12:10:30,00:07:30,00:07:30,8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,57,,85.3,32.3,7.9,178.3,0.1,,<0.5m/s,1,<0.5,1,Low,2,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,1,0,1,1,0,0,1,1,Ablution,16,6,07/01/2014,07.01.2014,01.07.2014,Y,,y,1,1,0,0,0,,,,48,48 min,48 min,12:13,,,mismatch survey and orig niclosamide date format- at some point the niclo date got switched incorrectly to MM/DD/YYYY,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,0.3
289,,Tosa Kubwa_18.01.2017,Tosa Kubwa,382753,FINYA,,,2017,1,1_2017,18.01.2017,18/01/2017,52,20,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.05235,39.76262,-5.05235,39.76262,S 05 03. 141,039 45. 757,S 05.03.141,E 039.45.757,,,,KWALE MPONA,10:21 AM,10:28:30 AM,10:21:00,10:28:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,,,,51,,84.0,30.3,6.7,171.0,,,0.5-1m/s,2,<0.5,1,Low,2,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,1,0,1,1,1,0,1,1,Ablution,47,18,18/01/2017,18.01.2017,18.01.2017  00:00:00,Y,,y,1,1,0,0,0,2,,,12,12 min,12 min,10:34,2,,,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,0
280,,Tosa Kubwa_03.12.2014,Tosa Kubwa,382753,FINYA,,,2014,12,12_2014,03.12.2014,03/12/2014,29,11,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.05235,39.7626,-5.05235,39.7626,S 05 03. 141,039 45. 756,S 05.03.141,E 039.45.756,,,,KWALE MPONA,12:42 PM,12:49:30 PM,12:42:00,12:49:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,4,,,,79,,40.1,31.3,9.5,84.8,0.0,,0.5-1m/s,2,0.5-1,2,Normal,3,High,Dry,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,1,1,0,0,0,0,1,1,Ablution,24,10,03/12/2014,03.12.2014,03.12.2014,Y,,y,1,1,0,0,0,4,,,48,48 min,48 min,12:53,,,,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,276
286,,Tosa Kubwa_17.08.2016,Tosa Kubwa,382753,FINYA,,,2016,8,8_2016,17.08.2016,17/08/2016,47,17,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.05233,39.76267,-5.05233,39.76267,S 05 03. 140,039 45. 760,S 05.03.140,E 039.45.760,,,,KWALE MPONA,1:07 PM,1:14:30 PM,13:07:00,13:14:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,4,,,,80,,89.0,29.0,7.5,179.0,,,0.5-1m/s,2,<0.5,1,Low,2,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,0,0,0,,0,1,0,0,0,1,1,1,1,1,0,1,,Ablution,42,15,17/08/2016,17.08.2016,17.08.2016,Y,,y,1,1,0,0,0,4,,,,,,01:21,4,,,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,128.5
281,,Tosa Kubwa_27.01.2015,Tosa Kubwa,382753,FINYA,,,2015,1,1_2015,27.01.2015,27/01/2015,30,12,Pemba,FINYA,TOSA KUBWA,TOSA KUBWA,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.05233,39.76265,-5.05233,39.76265,S 05 03. 140,039 45. 759,S 05.03.140,E 039.45.759,,,,KWALE MPONA,1:13 PM,1:23 PM,13:13:00,13:23:00,00:10:00,00:10:00,10,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,3,,,,86,,105.5,31.1,9.5,220.0,0.1,,<0.5m/s,1,<0.5,1,Low,2,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,1,1,1,1,0,0,1,1,Ablution,25,11,27/01/2015,27.01.2015,27.01.2015,Y,,y,1,1,0,0,0,2,,,36,36 min,36 min,01:28,3,,,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,19.6
1708,,Bagoni_25.08.2015,Bagoni,382626,PIKI,,,2015,8,8_2015,25.08.2015,25/08/2015,37,13,Pemba,PIKI,BAGONI,BAGONI,RICE PADDY,,STREAM,rice/stream,rice/stream,stream and surrounding paddy,permanent,,permanent,permanent,1,Y,-5.12623,39.7732833,-5.12623,39.82328,S 05 07. 574,039 49. 397,S 05.07574,E 039.49.397,,,,PIKI UWANJA WA MPIRA,10:51 AM,10:58:30 AM,10:51:00,10:58:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Thiara,,,,,,,4,,,,66,,208.0,,10.8,431.0,0.2,,<0.5m/s,1,0.5-1,2,Normal,3,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,,0,1,1,0,0,1,1,0,1,1,0,1,1,Ablution,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,15.9,30.7,18.6,18.4,21.6,10,6.9,4,0.9,6.3,6.1,0,2.8,1.9,4.3,4.7,1.11,3.77,57.8
1696,,Bagoni_22.08.2012,Bagoni,382626,PIKI,,,2012,8,8_2012,22.08.2012,22/08/2012,6,1,Pemba,PIKI,BAGONI,BAGONI,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.12638,39.7733,-5.12638,39.7733,S 05 07. 583,039 46. 398,05 07.583,039 46.398,,,,PIKI UWANJA WA MPIRA,3:11:00 PM,3:18:30 PM,15:11:00,15:18:30,00:07:30,00:07:30,8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Others,,,,,,,4,,,,49,,253.0,27.6,7.6,523.0,0.3,,0.5-1m/s,2,0.5-1,2,Low,2,High,Dry,,,,,,,,Multiple,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,multiple,0,0,0,0,0,0,0,0,0,0,0,0,,multiple,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,15.9,30.7,18.6,18.4,21.6,10,6.9,4,0.9,6.3,6.1,0,2.8,1.9,4.3,4.7,1.11,3.77,29.8
1704,,Bagoni_01.09.2014,Bagoni,382626,PIKI,,,2014,9,9_2014,01.09.2014,01/09/2014,26,9,Pemba,PIKI,BAGONI,BAGONI,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.12635,39.77327,-5.12635,39.77327,S 05 07. 581,039 46. 396,S 05.07.581,E 039.46.396,,,,PIKI UWANJA WA MPIRA,11:50 AM,11:57:30 min,11:50:00,11:57:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,Thiara,,,,,,,4,,,,88,,261.0,28.9,11.2,546.0,0.3,,>1m/s,3,>1,3,Normal,3,Low,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,0,1,0,0,0,,0,1,1,0,0,0,1,1,1,1,0,1,1,Ablution,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,15.9,30.7,18.6,18.4,21.6,10,6.9,4,0.9,6.3,6.1,0,2.8,1.9,4.3,4.7,1.11,3.77,73.6
1697,,Bagoni_11.10.2012,Bagoni,382626,PIKI,,,2012,10,10_2012,11.10.2012,11/10/2012,8,2,Pemba,PIKI,BAGONI,BAGONI,RICE PADDY,,STREAM,rice/stream,rice/stream,,permanent,,permanent,permanent,1,,-5.12633,39.77332,-5.12633,39.77332,S 05 07. 580,039 46. 399,S 05 07.580,E 039 46.399,,,,PIKI UWANJA WA MPIRA,1:40:00 PM,1:47:30 PM,13:40:00,13:47:30,00:07:30,00:07:30,8,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,Others,,,,,,,4,,,,80,,234.0,29.3,8.2,484.0,0.2,,<0.5m/s,1,<0.5,1,Low,2,Low,Dry,1,0,0,0,0,0,0,Mud,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,0,0,0,0,lilies,0,1,0,0,0,0,0,0,0,0,0,0,,washing_bathing,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,15.9,30.7,18.6,18.4,21.6,10,6.9,4,0.9,6.3,6.1,0,2.8,1.9,4.3,4.7,1.11,3.77,8.7
