orig_row_rec,temp_coll_data,comp_key_coll_data,Wbname_fin,EMU_site_irn,Shehia_cleaned,WB.shehia_edited,include,Year,month,month_year,Date.new,Date_ed,month_survey_order,Visit,Island,Shname,Wbname_orig,Wbname_ed,Wbtype,Wbtype_Fiona,Wbadapt_Steffi,wbtype_ed,wbtype_fin,georef_notes,Wbtype2,Wbtype2_Fiona,Wbtype2_Steffi,Wbtype2_ed,Ricecombined_Steffi,lat-long-edited,latitude,longitude,Lati_DD,Longi_DD,Lati_xls,Longi_xls,Lati_orig,Longi_orig,NotesGPS,site_dry,site_dry_ed,Village,time_sampling/time_in,time_sampling/time_out,time_in,time_out,mins_coll,ed_mins_coll,duration,M_time_note,snail_sp_coll_notesM,snail_sp_coll_ed,snail_sp_collected,no_collected,Bulinusspp_Steffi,Bul_pres_ed,Bglob,Bfor,Lym,Mel,Cleo,Pila,Lan,Cera,Neri,Thiara,Othsnail,pres_non_bulinids,Notessnail,notes_snails_M,Infsnails,Infsnails_no,Dateshed_new,Dateshed,Notesshed,Numberofcollectors,C1,C2,Notescoll,Alti,W_chem_notes_M,TDS,Temp,PH,Cond,Sal,Oxy,Flow_m/s,Flow_ed,Depth_m,Depth_ed,Wlevel,Wlevel_ed,Seas,Season,mud,sand,gravel,rock,concrete,peat,roots,Notessub,cow,sheep,goat,pig,horse,donkey,camel,Monkey,Ungu,carnivore,waterbird,Othwildan,Noteswian,Lilies,rushes,rice,waterhyacinth,macrophyteweed,palmfronds,sedge,grass,Polygonum,none,Otherveg,Notesveg,Dishes,bathing,Clothes,Carbike,Collectingwater,fording,swimmingplaying,fishing,Ricecult,otherfarming,sanitation,ablution,Otheract,Noteswact,niclo_order,niclo_visit,Date_appl_ed,Date_appl_new,date_application,sprayed_but_no_bul,sprayed_when_Bul_pres,Sprayed_Steffi_ed,Sprayed_Steffi,HS8,HS10,PS,Barreldrip,NumberofHudsonsprayersused,Volumeofwatersprayedwithmachine,Nicl,N_Duration_min,N_Duration_new,N_Duration,Timeofapplicationhhmm,Numberofsprayers,Notesappl,M_Notesappl,a.2012,y.1.2012,y.9.2012,a.2013,y.9.2013,a.2014,y.9.2014,a.2015,y.9.2015,a.2016,y.9.2016,a.2017,y.1.2017,y.9.2017,y.1.2018,y.9.2018,y.9.2019,a.2019,monthly_precip
2148,,Biani_15.12.2011,Biani,382627,VITONGOJI,,,2011,12,12_2011,15.12.2011,15/12/2011,2,1,Pemba,VITONGOJI,BIANI,BIANI,POND,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,0,,-5.24385,39.82865,-5.24385,39.82865,-5.24385,39.82865,-5.24385,39.82865,,,,KIBOKONI MCHEKWANI,11.56,12.11,13:26:24,02:38:24,10:48:00,00:15:00,15,,,Bulinus spp.,"B. globosus,B. forskalii",51,1,1,1,1,0,0,0,0,0,0,0,0,0,0,Bulinus sp,,,,,,,,,,,43,,80.6,31.6,7.3,168.8,0.1,,Still,0,>1,3,Low,2,High,Dry,1,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multiple,,,,,,,N,n,0,0,0,0,0,,,,,,,,,,,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,103.1
2165,,Biani_03.01.2017,Biani,382627,VITONGOJI,,,2017,1,1_2017,03.01.2017,03/01/2017,52,18,Pemba,VITONGOJI,BIANI,BIANI,POND,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,0,,-5.24375,39.8284,-5.24375,39.8284,S 05 14. 625,039 49. 704,S 05.14.625,E 039.49.704,SITE DRIED,y,y,KIBOKONI MCHEKWANI,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,28,,,,,,,,,,,,Dry,1,High,Dry,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,0
2161,"collection: Bulinus globosus, 24",Biani_16.09.2015,Biani,382627,VITONGOJI,,,2015,9,9_2015,16.09.2015,16/09/2015,38,14,Pemba,VITONGOJI,BIANI,BIANI,POND,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,0,,-5.24373,39.82853,-5.24373,39.82853,S 05 14. 624,039 49. 712,S 05.14.624,E 039.49.712,,,,KIBOKONI MCHEKWANI,11:23 AM,11:30:30 AM,11:23:00,11:30:30,00:07:30,00:07:30,8,,,,,21,1,1,1,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,4,,,,37,,132.9,,10.1,277.0,0.1,,Still,0,>1,3,Low,2,Low,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,,1,1,1,0,1,0,1,1,1,1,0,1,1,Ablution,33,10,16/09/2015,16.09.2015,15.09.2015,,Y,y,1,0,0,1,0,,100,1,6,6 min,6 min,11:37,4,,slight mismatch survey and orig niclosamide date- presume returned later for niclosamiding,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,39
2153,,Biani_25.08.2013,Biani,382627,VITONGOJI,,,2013,8,8_2013,25.08.2013,25/08/2013,15,6,Pemba,VITONGOJI,BIANI,BIANI,POND,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,1,,-5.24373,39.82852,-5.24373,39.82852,S 05 14. 624,039 49. 711,S 05 14. 624,E 039 49.711,,,,KIBOKONI MCHEKWANI,12:03:00,12:10:30,12:03:00,12:10:30,00:07:30,00:07:30,8,,,,,51,1,1,1,1,0,0,0,0,1,0,0,0,0,1,,,,,,,,4,MSANIF OTHMAN MASOUD,OMAR SAID ABEID,,46,,90.1,27.8,7.7,190.1,0.1,,Still,0,>1,3,Normal,3,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,1,0,0,0,0,1,0,0,0,,1,1,1,0,1,1,1,0,1,1,0,0,1,,12,4,25/08/2013,25.08.2013,,,Y,y,1,0,0,1,0,,250,2.5,15,15 min,15 min,12:14,4,,date of niclosamide was blank- added from survey date,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,17.7
2157,,Biani_17.09.2014,Biani,382627,VITONGOJI,,,2014,9,9_2014,17.09.2014,17/09/2014,26,10,Pemba,VITONGOJI,BIANI,BIANI,POND,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,0,,-5.2437,39.82852,-5.2437,39.82852,S 05 14. 622,039 49. 711,S 05.14.622,E 039.49.711,,,,KIBOKONI MCHEKWANI,11:41 AM,11:48:30 min am,11:41:00,11:48:30,00:07:30,00:07:30,8,,,,,23,1,1,1,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,4,,,,56,,62.2,28.0,10.7,131.0,0.1,,Still,0,>1,3,Normal,3,Low,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,,1,1,1,1,1,1,1,1,1,1,0,1,1,Ablution,21,6,17/09/2014,17.09.2014,17.09.2014,,Y,y,1,0,0,1,0,,100,4,6,6 min,6 min,11:52,4,,,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,73.6
2163,,Biani_25.09.2016,Biani,382627,VITONGOJI,,,2016,9,9_2016,25.09.2016,25/09/2016,48,16,Pemba,VITONGOJI,BIANI,BIANI,POND,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,0,,-5.2437,39.82852,-5.2437,39.82852,S 05 14. 622,039 49. 711,S 05.14.622,E 039.49.711,,,,KIBOKONI MCHEKWANI,12:33 PM,12:40:30 PM,12:33:00,12:40:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,4,,,,20,,114.0,29.6,8.5,227.0,,,Still,0,>1,3,Low,2,Low,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,1,1,0,0,1,,Ablution,43,12,25/09/2016,25.09.2016,25.09.2016,Y,,y,1,0,0,1,0,4,50,0.5,5,5 min,5 min,12:48,4,,,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,59.3
2154,,Biani_01.10.2013,Biani,382627,VITONGOJI,,,2013,10,10_2013,01.10.2013,01/10/2013,17,7,Pemba,VITONGOJI,BIANI,BIANI,"POND, RICE PADDY",,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,1,,-5.2437,39.81785,-5.2437,39.81785,S 05 14. 622,039 49. 71,S 05 14. 622,E 039 49.710,,,,KIBOKONI MCHEKWANI,11:33:00,11:40:30,11:33:00,11:40:30,00:07:30,00:07:30,8,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,4,MSANIF OTHMAN MASOUD,OMAR SAID ABEID,,46,,208.0,29.9,8.8,430.0,0.2,,Still,0,>1,3,Dry,1,Low,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,,1,1,1,0,0,0,1,0,1,0,0,0,1,,14,5,01/10/2013,01.10.2013,,Y,,y,1,0,0,1,0,,200,2,8,8 min,8,11:47,4,,date of niclosamide was blank- added from survey date,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,76.1
2152,,Biani_16.03.2013,Biani,382627,VITONGOJI,,,2013,3,3_2013,16.03.2013,16/03/2013,13,5,Pemba,VITONGOJI,BIANI,BIANI,POND,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,0,,-5.24368,39.82907,-5.24368,39.82907,S 05 14. 621,039 49. 744,S 05.14.621,E 039.49.744,SITE DRIED,y,y,KIBOKONI MCHEKWANI,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,50,,,,,,,,,,,,Dry,1,Low,Dry,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,314.8
2158,,Biani_09.11.2014,Biani,382627,VITONGOJI,,,2014,11,11_2014,09.11.2014,09/11/2014,28,11,Pemba,VITONGOJI,BIANI,BIANI,POND,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,0,,-5.24368,39.82855,-5.24368,39.82855,S 05 14. 621,039 49. 713,S 05.14.621,E 039.49.713,,,,KIBOKONI MCHEKWANI,10:36 AM,10:43:30 AM,10:36:00,10:43:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,4,,,,30,,86.1,33.3,10.2,178.6,0.1,,Still,0,>1,3,Low,2,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,1,0,0,0,0,0,1,0,0,0,,1,1,1,0,0,0,1,1,1,1,0,1,1,Ablution,23,7,09/11/2014,09.11.2014,09.11.2014,Y,,y,1,0,0,1,0,,100,1,6,6 min,6 min,10:46,4,,,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,284.4
2166,,Biani_21.02.2017,Biani,382627,VITONGOJI,,,2017,2,2_2017,21.02.2017,21/02/2017,53,19,Pemba,VITONGOJI,BIANI,BIANI,POND,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,0,,-5.24368,39.82852,-5.24368,39.82852,S 05 14. 621,039 49. 711,S 05.14.621,E 039.49.711,SITE DRIED,y,y,KIBOKONI MCHEKWANI,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,28,,,,,,,,,,,,Dry,1,Low,Dry,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,13
2149,,Biani_17.09.2012,Biani,382627,VITONGOJI,,,2012,9,9_2012,17.09.2012,17/09/2012,7,2,Pemba,VITONGOJI,BIANI,BIANI,RICE PADDY,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,1,,-5.24368,39.82845,-5.24368,39.82845,S 05 14. 621,039 49. 707,05 14.621,039 49.707,,,,KIBOKONI MCHEKWANI,1:57:00 PM,2:04:30 PM,13:57:00,14:04:30,00:07:30,00:07:30,8,,,,,56,1,1,1,0,0,0,0,0,0,0,0,0,,0,Bulinus sp,,,,,,,4,,,,10,,160.1,30.5,8.5,336.0,0.2,,Still,0,0.5-1,2,Low,2,Low,Dry,,,,,,,,Multiple,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,multiple,0,0,0,0,0,0,0,0,0,0,0,0,,multiple,4,1,17/09/2012,17.09.2012,,,Y,y,1,0,0,1,0,,100,,12,12 min,12 min,02:41,,,date of niclosamide was blank- added from survey date,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,67.7
2164,,Biani_13.11.2016,Biani,382627,VITONGOJI,,,2016,11,11_2016,13.11.2016,13/11/2016,50,17,Pemba,VITONGOJI,BIANI,BIANI,RICE PADDY,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,1,,-5.24367,39.82853,-5.24367,39.82853,S 05 14. 620,039 49. 712,S 05.14.620,E 039.49.712,SITE NEARLY DRY,,,KIBOKONI MCHEKWANI,11:32 AM,11:39:30 min,11:32:00,11:39:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,,,,20,,332.0,35.4,9.1,664.0,,,still,0,<0.5,1,Low,2,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,0,0,0,1,1,1,1,0,0,0,,45,13,13/11/2016,13.11.2016,13.11.2016  00:00:00,Y,,y,1,1,0,0,0,1,,,13,13 min,13 min,11:45,1,,,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,91.5
2155,,Biani_06.02.2014,Biani,382627,VITONGOJI,,,2014,2,2_2014,06.02.2014,06/02/2014,20,8,Pemba,VITONGOJI,BIANI,BIANI,RICE PADDY,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,1,,-5.24365,39.82852,-5.24365,39.82852,S 05 14. 619,039 49. 711,S 05.14.619,E 039.49.711,SITE DRIED,y,y,KIBOKONI MCHEKWANI,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,27,,,,,,,,,,,,Dry,1,Low,Dry,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,108.2
2159,,Biani_10.01.2015,Biani,382627,VITONGOJI,,,2015,1,1_2015,10.01.2015,10/01/2015,30,12,Pemba,VITONGOJI,BIANI,BIANI,RICE PADDY,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,1,,-5.24363,39.82857,-5.24363,39.82857,S 05 14. 618,039 49. 714,S 05.14.618,E 039.49.714,,,,KIBOKONI,11:42 AM,11:49:30 min am,11:42:00,11:49:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,4,,,,30,,20.2,31.1,11.4,419.0,0.2,,Still,0,>1,3,Normal,3,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,,1,1,0,0,0,1,1,1,1,1,0,1,1,Ablution,25,8,10/01/2015,10.01.2015,10.01.2015,Y,,y,1,1,0,0,0,2,,,12,12 min,12 min,11:53,2,,,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,19.6
2162,,Biani_18.11.2015,Biani,382627,VITONGOJI,,,2015,11,11_2015,18.11.2015,18/11/2015,40,15,Pemba,VITONGOJI,BIANI,BIANI,POND,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,0,,-5.24363,39.82853,-5.24363,39.82853,S 05 14. 618,039 49. 712,S 05.14.618,E 039.49.712,,,,KIBOKONI MCHEKWANI,11:25 AM,11:35:30 AM,11:25:00,11:35:30,00:10:30,00:10:30,11,,,,,0,0,0,0,0,0,0,0,0,1,0,0,0,,1,,,,,,,,3,,,,27,,114.7,,11.3,239.0,0.1,,Still,0,0.5-1,2,Low,2,High,,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,,1,1,1,0,0,1,1,1,1,0,0,1,,,35,11,18/11/2015,18.11.2015,11.18.2015,Y,,y,1,1,0,0,0,2,,,24,24 min,24 min,11:40,1,,date application in month-day format- replaced with survey date,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,274.8
2156,,Biani_13.03.2014,Biani,382627,VITONGOJI,,,2014,3,3_2014,13.03.2014,13/03/2014,21,9,Pemba,VITONGOJI,BIANI,BIANI,POND,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,0,,-5.24358,39.8285,-5.24358,39.8285,S 05 14. 615,039 49. 710,S 05.14.615,E 039.49.710,SITE DRIED,y,y,KIBOKONI MCHEKWANI,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,21,,,,,,,,,,,,Dry,1,Low,Dry,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,232.8
2151,,Biani_30.01.2013,Biani,382627,VITONGOJI,,,2013,1,1_2013,30.01.2013,30/01/2013,11,4,Pemba,VITONGOJI,BIANI,BIANI,RICE PADDY,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,1,,-5.24355,39.82853,-5.24355,39.82853,S 05 14. 613,039 49. 712,S 05.14.613,E 039.49.712,,,,KIBOKONI MCHEKWANI,12:04:00,12:11:10,12:04:00,12:11:10,00:07:10,00:07:10,7,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,4,,,,15,,438.0,30.7,9.5,896.0,0.4,,Still,0,0.5-1,2,Low,2,High,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,,1,1,1,0,1,0,1,0,0,0,0,1,1,Ablution,8,3,30/01/2013,30.01.2013,,Y,,y,1,1,0,0,0,1,8,,13,13 min,13 min,00:15:00,1,,date of niclosamide was blank- added from survey date,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,103
2160,,Biani_01.03.2015,Biani,382627,VITONGOJI,,,2015,3,3_2015,01.03.2015,01/03/2015,32,13,Pemba,VITONGOJI,BIANI,BIANI,RICE PADDY,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,1,,-5.24355,39.82848,-5.24355,39.82848,S 05 14. 613,039 49. 709,S 05.14.613,E 039.49.709,SITE NEARLY DRY,,,KIBOKONI MCHEKWANI,12:03 PM,12:10:30 PM,12:03:00,12:10:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,,,,68,,1972.0,32.9,11.6,3.8,11.6,,Still,0,<0.5,1,Low,2,Low,Dry,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,27,9,01/03/2015,01.03.2015,01.03.2015,Y,,y,1,1,0,0,0,1,,,18,18 min,18 min,12:12,1,,,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,232.4
2150,,Biani_30.10.2012,Biani,382627,VITONGOJI,,,2012,10,10_2012,30.10.2012,30/10/2012,8,3,Pemba,VITONGOJI,BIANI,BIANI,,,POND,zlarge pond,zlarge pond,,temporary,,temporary,temporary,0,,-5.24353,39.82852,-5.24353,39.82852,S 05 14. 612,039 49. 711,S 05.14.612,E 039.49.711,,,,KIBOKONI MCHEKWANI,2:55:00 PM,3:02:30 PM,14:55:00,15:02:30,00:07:30,00:07:30,8,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,,1,Lanistes,,,,,,,4,,,,34,,191.7,30.8,8.2,397.0,0.2,,Still,0,0.5-1,2,Low,2,Low,Rainy,1,0,0,0,0,0,0,Mud,1,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,rushes,0,1,0,0,0,0,0,0,0,0,0,0,,washing_bathing,5,2,30/10/2012,30.10.2012,,Y,,y,1,1,0,0,0,1,8,,12,12 min,12 min,03:05,,,date of niclosamide was blank- added from survey date,14.3,26.9,18.6,0,22.2,12,22.6,6.1,10,14.3,25.7,8,9.4,3.5,12.6,8,3,2.13,8.7
43,,Bora Afya_19.12.2011,Bora Afya,382632,FINYA,,,2011,12,12_2011,19.12.2011,19/12/2011,2,1,Pemba,FINYA,BORA AFYA,BORA AFYA,POND,,STREAM,zlarge pond,zlarge pond,"pond connected to stream/marshy system, & adjacent to rice paddies",temporary,,temporary,temporary,0,,-5.029583333,39.77466667,-5.029583333,39.77466667,-5.029583333,39.77466667,-5.029583333,39.77466667,,,,MUNDULI,11.27,11.42,06:28:48,10:04:48,03:36:00,00:15:00,15,mismatch time sampling/time in- error in excel transformation,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,224,,26.8,34.4,5.8,56.0,0.0,,Still,0,>1,3,Normal,3,High,Dry,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Multiple,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,103.1
51,,Bora Afya_23.02.2014,Bora Afya,382632,FINYA,,,2014,2,2_2014,23.02.2014,23/02/2014,20,9,Pemba,FINYA,BORA AFYA,BORA AFYA,STREAM,,STREAM,zlarge pond,zlarge pond,,temporary,,temporary,temporary,0,,-5.11298,39.77475,-5.11298,39.77475,S 05 06. 779,039 46. 485,S 05.06.779,E 039.46.485,,,,MUNDULI,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,159,,,,,,,,,,,,Dry,1,Low,Dry,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,108.2
56,,Bora Afya_18.03.2015,Bora Afya,382632,FINYA,,,2015,3,3_2015,18.03.2015,18/03/2015,32,14,Pemba,FINYA,BORA AFYA,BORA AFYA,POND,,STREAM,zlarge pond,zlarge pond,,temporary,,temporary,temporary,0,,-5.02968,39.77473,-5.02968,39.77473,S 05 01. 781,039 46. 484,S 05.01.781,E 039.46.484,SITE DRIED,y,y,MUNDULI,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,168,,,,,,,,,,,,Dry,1,Low,Dry,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,232.4
52,,Bora Afya_11.08.2014,Bora Afya,382632,FINYA,,,2014,8,8_2014,11.08.2014,11/08/2014,25,10,Pemba,FINYA,BORA AFYA,BORA AFYA,STREAM,,STREAM,zlarge pond,zlarge pond,,temporary,,temporary,temporary,0,,-5.02967,39.77477,-5.02967,39.77477,S 05 01. 780,039 46. 486,S 05.01.780,E 039.46.486,,,,MUNDULI,12:12 PM,12:19:30 PM,12:12:00,12:19:30,00:07:30,00:07:30,8,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,,,,197,,7.8,29.8,9.7,15.8,0.0,,Still,0,0.5-1,2,Normal,3,High,,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,,0,1,0,0,0,0,0,0,1,0,0,1,1,Ablution,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,44.8
54,,Bora Afya_02.12.2014,Bora Afya,382632,FINYA,,,2014,12,12_2014,02.12.2014,02/12/2014,29,12,Pemba,FINYA,BORA AFYA,BORA AFYA,POND,,STREAM,zlarge pond,zlarge pond,,temporary,,temporary,temporary,0,,-5.02967,39.77477,-5.02967,39.77477,S 05 01. 780,039 46. 486,S 05.01.780,E 039.46.486,,,,MUNDULI,16:07 Pm,12:14:30 PM,16:07:00,12:14:30,,00:03:30,4,guessed time,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,4,,,,154,,0.0,32.0,9.7,0.4,0.0,,Still,0,<0.5,1,Low,2,High,Dry,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,n,0,0,0,0,0,,,,,,,,,,,5.3,5.4,10.1,2.3,3.3,6.1,1.4,0,0.9,0,1.8,0,1.5,0,0,3.1,0,0,276
